store_name,address,city,state,zip_code,phone_number,email,website
The Aesthetic Surgery Center,722 POST ROAD,DARIEN,CT,6820,12036569999,cesposito@theaestheticcenter.com,{'url': 'https://www.theaestheticcenter.com/'}
Atlas Dermatology,14151 Highway 73,Priarieville,LA,70769,12253042145,hannah@atlasdermatology.com,{'url': 'https://atlasdermatology.com/'}
NPG Aesthetics,"skinbetter science, No physical address",MEDFORD,NY,11763,16313393978,geralynhoops@gmail.com,{'url': 'https://npgaesthetics.glossgenius.com/'}
Sync Life,"18303 PERKINS ROAD E, SUITE 403",BATON ROUGE,LA,70810,12254257962,ANGIE@SYNCLIFE.HEALTH,{'url': 'https://synclife.health/'}
Spa Belle Meade,"179 N Belle Mead Rd, Ste 2",East Setauket,NY,11733,16317512693,spabellemeade@optonline.net,{'url': 'http://www.spabellemeade.com'}
Acadia Dermatology and Aesthetic Center,404 North Acadia Rd,Thibodaux,LA,70301,19854473889,jderm@bellsouth.net,{'url': 'http://www.jonesderm.com'}
Afterglow,400 NORTH ACADIA ROAD,THIBODAUX,LA,70301,19854934143,AFTERGLOW.BY.DC@GMAIL.COM,
The Beauty Lab,603 JACKSON STREET,THIBODAUX,LA,70301,19852280528,beautylabmedspa1@gmail.com,{'url': 'https://thebeautylabglow.com/'}
Luxe Medical Inc.,1972 E Main Street,Mohegan,NY,10547,19144962298,luxemedicalinc@gmail.com,{'url': 'http://luxemedicalinc.com'}
Duke Neal Dermatology,12 Professional Drive,Houma,LA,70360,19858681810,tiffanyhderm@yahoo.com,{'url': 'http://www.dukenealdermatology.com'}
Nur Medical Spa,4309 Bluebonnet Blvd,Baton Rouge,LA,70809,12252552963,ADMIN@NURMedicalspa.com,{'url': 'https://www.nurmedicalspa.com/'}
Element Medical Aesthetics,"80 Main St, 2nd floor",New Canaan,CT,6840,12035941907,merry@elementct.com,{'url': 'https://elementct.com/'}
Dermatology Physicians of Connecticut,"148 East Ave, Suite 3B",Norwalk,CT,6851,12035385682,sbernier@dpofct.com,{'url': 'https://dermatologyofct.com/'}
Revive MedSpa,487 CORPORATE DRIVE,HOUMA,LA,70360,19858562971,admin@revivemedicalspahouma.com,{'url': 'http://revivemedicalspahouma.com'}
Ash and Oak Aesthetics,"8312 JEFFERSON HIGHWAY, SUITE 4",BATON ROUGE,LA,70809,12252818392,support@ashandoak.studio,{'url': 'http://www.ashandoak.studio'}
10156 Perkins Rowe,"10156 PERKINS ROWE, STE F165",BATON ROUGE,LA,70810,12252431277,info@museaestheticsbr.com,{'url': 'https://museaestheticsbr.com/'}
DAKKA Aesthetics,2330 Monroe St,Dearborn,MI,48124,13134553790,drdakka@familyneurology.org,{'url': 'https://familyneurology.org/'}
Port MD Medical Wellness,"640 BELLE TERRE ROAD, BUILDING J",PORT JEFFERSON,NY,11777,16318285361,MARKELLAC@GMAIL.COM,{'url': 'https://portmdmedicalwellness.com/'}
Radiating Aesthetics,1317 E MICHIGAN AVENUE,SALINE,MI,48176,17343585171,kellihrig@gmail.com,{'url': 'https://radiatingaesthetic.com'}
Calais Dermatology Associates,"5220 FLANDERS DRIVE, SUITE C",BATON ROUGE,LA,70808-9112,12257665151,LAURIE@CALAISDERMATOLOGY.COM,{'url': 'https://www.calaisdermatology.com/'}
A'Nivea Aesthetics & Wellness,"8680 Bluebonnet Blvd, Suite C",Baton Rouge,LA,70810,12259991020,nursedoll24@gmail.com,{'url': 'https://aniveaaesthetics.com/'}
Adorn Medical Spa,24800 MICHIGAN AVENUE,DEARBORN,MI,48124,13134385159,info@adornmedspa.com,{'url': 'https://adornmedspa.com/'}
Revita Aesthetics,"22022 Michigan Ave, Suite 10",Dearborn,MI,48124,13134743787,revitaaesthetics@gmail.com,{'url': 'https://www.revitaaesthetics.com/'}
Dermatology and Aesthetic Institute,7330 Perkins Rd,Baton Rouge,LA,70808,12257693376,practicemanager@nunnallyderm.com,{'url': 'http://nunnallyderm.com'}
Dara Feder Beauty,111 S. State St.,Freeburg,IL,62243,16187693853,dara@skincaretherapy.net,{'url': 'https://darafeder.com/'}
Daugherty Plastic Surgery,6717 Perkins Rd,Baton Rouge,LA,70808,12252353884,drdaugherty@daughertyplasticsurgery.com,{'url': 'https://www.daughertyplasticsurgery.com/'}
Westport Dermatology & Laser,325 Riverside Avenue,Westport,CT,6880,12032263600,info@westportderm.com,{'url': 'http://www.westportderm.com'}
Vibrant Esthetics,"701 ROUTE 25A, SUITE A5",MOUNT SINAI,NY,11766,16317916318,INFO@VIBRANTESTHETICSLI.COM,{'url': 'https://www.vibrantestheticsli.com/'}
Aesthetic Theory Detroit,15300 Kercheval,Grosse Pointe Park,MI,48230,13134923787,aesthetictheorymedspa.gp@gmail.com,{'url': 'https://www.atdetroitmedspa.com/'}
Lashing Out Studio & Level Aesthetics,"329 WINDSOR HWY, SUITE 200- LOWER LEVEL",NEW WINDSOR,NY,12553,18455496505,LASHINGOUTSTUDIO845@GMAIL.COM,{'url': 'https://levelskincareny.com/'}
Chem Chronos Medical Aesthetics,179 POST ROAD WEST,WESTPORT,CT,6880,12032755194,RKATZPA@GMAIL.COM,{'url': 'https://chemchronos.com/'}
Omorfia Medical Spa,5250 AUTO CLUB DRIVE,DEARBORN,MI,48126,13132871337,omorfiamedicalspa@gmail.com,
Westport Medispa,32 IMPERIAL AVENUE,WESTPORT,CT,6880,12032275437,DRDANA@WESTPORTMEDISPA.COM,{'url': 'https://themedispa.com/'}
Inject Studio,"3535 PERKINS ROAD, SUITE 350",BATON ROUGE,LA,70808,12253355455,KAYLA@INJECTSTUDIO.COM,{'url': 'https://injectstudio.com/'}
Daniel Lax MD,"728 Post Road East, Suite 201",Westport,CT,6880,17327353580,dblax11@gmail.com,
Lytle Plastic Surgery,"25150 Ford Rd, Ste 240",Dearborn Heights,MI,48127,13133999775,lytleplasticsurgery@gmail.com,{'url': 'http://www.lytleplasticsurgery.com'}
Eterna,217 Suppiger Lane,Highland,IL,62249,16189804024,snow1n@hotmail.com,{'url': 'https://tarahilmesnp.com/'}
The Face Place,"2031 Perkins Rd, Suite C",Baton Rouge,LA,70808,12256277927,info@thefaceplace225.com,{'url': 'https://thefaceplace225.com/'}
Drips on the Glow Med Spa,"25350 W Warren Street, Suite 102",Dearborn Heights,MI,40127,13136004722,dianehazimi@yahoo.com,{'url': 'http://www.dripsontheglow.com'}
DermMedical,"396 Danbury Rd, Unit 6",Wilton,CT,6897,12034421800,Info@dermmedical.org,{'url': 'https://dermmedical.org/'}
Center for Plastic Surgery,"5333 MCAULEY DRIVE, SUITE 5001",YPSILANTI,MI,48197,17347122323,lisl.weiss@trinity-health.org,{'url': 'http://www.cpsaa.com'}
Cosmetic Skin & Laser Center,"315 EAST EISENHOWER PARKWAY, SUITE 8",ANN ARBOR,MI,48108,12313477395,southmiorders@cslcbeauty.com,{'url': 'http://www.cslcbeauty.com'}
Posh Medical,1211 Maple St,Farmington,MO,63640,15738802230,erinj_05@yahoo.com,{'url': 'https://poshmedical.janeapp.com/#/'}
Revived Body,"2100 S MAIN STREET, SUITE B",ANN ARBOR,MI,48103,17342378767,INFO@REVIVED-BODY.COM,{'url': 'https://www.revived-body.com/'}
Piare Skin Studio,"146 MAIN STREET, SUITE 2",BEACON,NY,12508,18455273089,ANGELA@PIARESKIN.COM,{'url': 'https://piareskin.com/'}
Timeless Aesthetics Med Spa,23200 GREATER MACK AVENUE,ST CLAIR SHORE,MI,48080,15867031121,timelessaestheticsnp@gmail.com,{'url': 'http://www.timelessaestheticsspa.com'}
Beach Haven Rx,"625 EAST LIBERTY STREET, SUITE 20",ANN ARBOR,MI,48104,17348642354,brittany@bookbeachhaven.com,{'url': 'https://bookbeachhaven.com/'}
Beauty Unfiltered,3985 S Fletcher Rd,Chelsea,MI,48118,15862092300,diann@beautyunfiltered.org,{'url': 'https://www.beautyunfiltered.org/'}
Nuvueu Cosmetic Surgery and Aesthetics Center,"1375 Kings Highway, Ste 250",Fairfield,CT,6824,12039184113,lilianazihmd@nuvueusurgery.com,{'url': 'https://www.nuvueusurgery.com/'}
OCLI Connecticut,"1375 KINGS HWY, SUITE 301",FAIRFIELD,CT,6824,12033668000,ALRIVERA@OCLI.NET,{'url': 'https://www.ocli.net/'}
Clearly You,"44633 JOY ROAD, DR. JEROME BEKKER",CANTON,MI,48170,17344537475,CLEARLYU@AOL.COM,{'url': 'https://clearlyyouonline.com/'}
Pure Beauty & Wellness,25701 JEFFERSON AVE,SAINT CLAIR SHORES,MI,48081,15868738102,support@purebeautymi.com,{'url': 'https://www.purebeautymi.com/'}
Wave Aesthetics,"227 N MAPLE ROAD, SUITE 1",ANN ARBOR,MI,48103,17342235673,chelsea@waveaestheticsmi.com,{'url': 'https://waveaestheticsmi.com/'}
Revive Aesthetics,12 MAIN STREET,HAMBURG,NY,14075,17164447890,reviveaesthetics19@gmail.com,
Hampton Plastic Surgery,25 MONTAUK HIGHWAY,QUOGUE,NY,11959,16316536112,rafaella@drpfeifer.com,{'url': 'https://hamptons-plasticsurgery.com/'}
Beam Laser Studio,"640 STARKWEATHER STREET, SUITE #4",PLYMOUTH,MI,48170,12482076687,jeremiegreen@gmail.com,
Joelle Aesthetics NY,1611 US-6,CARMEL,NY,10512,18459047550,joelleaestheticsny@gmail.com,{'url': 'https://www.joelleaestheticsny.com/'}
Golden Aesthetic Club,215 W TROY STREET,FERNDALE,MI,48220,19472148883,goldenaestheticclub@gmail.com,{'url': 'http://www.goldenaestheticclub.com'}
Winnsboro Medical Spa,3326 FRONT STREET,WINNSBORO,LA,71295,13184353872,store@winnsboromedicalspa.com,{'url': 'https://www.winnsboromedicalspa.com/'}
be PowerFuel,"skinbetter science, Online Store Only",Bridgeport,CT,6606,12034173755,n.sandilands@bepowerfuel.com,
Northville Beauty Spa,"42000 SIX MILE ROAD, SUITE 200",NORTHVILLE,MI,48168,12487367838,northvillebeautyspa@yahoo.com,{'url': 'https://northvillebeautyspa.com/'}
Haus of Wellness,1164 S WASHINGTON AVENUE,ROYAL OAK,MI,48067,15868732555,admin@hausofwellnessmi.com,{'url': 'https://hausofwellnessmi.com/'}
Middlebelt Dermatology Center,21141 Middlebelt Rd,Farmington Hills,MI,48336,12484777022,laraskinlogics@icloud.com,{'url': 'http://middlebeltderm.com/'}
Michigan Advanced Aesthetics,924 E 11 Mile Rd,Royal Oak,MI,48067,12485423700,laura@michiganadvancedaesthetics.com,{'url': 'http://www.michiganadvancedaesthetics.com'}
Women First,326 N Main St,Royal Oak,MI,48067,12485847600,invoices@togetherwomenshealth.com,{'url': 'http://www.women-firstobgyn.com'}
Crawford Cosmetics,118 N WASHINGTON AVE,ROYAL OAK,MI,48067,12482211895,mgr@crawfordcosmetics.com,{'url': 'http://www.crawfordcosmetics.com'}
Southtowns Medi Spa,4 Centre Dr,Orchard Park,NY,14127,17168704207,Southtownsmedispa@gmail.com,{'url': 'http://www.southtownsmedispa.com'}
The Skin Room,"486 NORTH MAIN STREET, STUDIO 27",ROYAL OAK,MI,48067,12485250183,theskinroommi@gmail.com,{'url': 'http://www.the-skinroom.com'}
Carter Snell Skin Center - Royal Oak,27100 WOODWARD AVENUE,ROYAL OAK,MI,48067,12484830723,info@cartersnellskin.com,{'url': 'https://www.cartersnellskin.com/'}
Thrive Medicine,"215 E MAIN STREET, SUITE 202",NORTHVILLE,MI,48167,12486220596,JASBIRSINGHDO24@GMAIL.COM,{'url': 'https://thrive-medicine.com/'}
Pouts Medspa,118 W Main St,Northville,MI,48167,17744179473,info@poutsmedspa.com,
Mosaic Luxury Medical Spa,28903 WOODWARD AVENUE,BERKLEY,MI,48072,12482778052,mmekha@theartofderm.com,{'url': 'https://themosaicspa.com/'}
On Point Spa,"39500 Orchard Hill Pl, Ste 190",Novi,MI,48375,12489939222,onpointspa.mi@gmail.com,{'url': 'https://onpointspa.care/'}
Aesthetics and Beyond MedSpa,28001 SOUTHFIELD ROAD,LATHRUP VILLAGE,MI,48076,12489961133,Aestheticsandbeyondllc@gmail.com,
Brilliance Aesthetics and Injectables,3614 North Buffalo Street,Orchard Park,NY,14127,17165084490,MeganBurke1211@gmail.com,{'url': 'https://brillianceorchardpark.com/'}
Cherie,2674 WEST MAIN STREET,WAPPINGER FALLS,NY,12590,18453097127,CHELSEA@CHERIEBEAUTYBYCHELSEAFALCON.COM,{'url': 'https://cheriebeautybychelseafalcon.com/'}
Be Well Medical Spa,"70 EAST MAIN STREET, SUITE 2",WAPPINGERS FALLS,NY,12590,18454165048,bewellmedispa@gmail.com,{'url': 'http://bewellmedispa.com'}
Belle Reve Aesthetics / KEP Professionals,19725 W 12 Mile Rd,Southfield,MI,48076,12487705205,k.pawloski@hotmail.com,{'url': 'https://www.bellereveaesthetics.com/'}
SkinDiva Laser & Beauty Spa,13315 15 Mile Rd,Sterling Heights,MI,48312,15869839620,mahakorial84@yahoo.com,{'url': 'https://www.skindivalaser.com/'}
Balanced Aesthetics,"3535 W 13 Mile RD, Ste 204",Royal Oak,MI,48073,12483133520,KMAesthetics.info@gmail.com,{'url': 'https://www.miaesthetic.club/'}
Pretty Little Secret,5A SCHOOL STREET,BETHEL,CT,6801,12039705741,PRETTYLITTLESECRET.AESTHETICS@GMAIL.COM,{'url': 'https://prettylittlesecretaesthetics.com/'}
Hampton Health Wellness Aesthetics,2543 Route 52,Hopewell Junction,NY,12533,18453371333,hamptonhealthnp@gmail.com,{'url': 'https://hamptonhealth.org/'}
Illuum Cosmetic Surgery,24245 KARIM BLVD,NOVI,MI,48375,12482060187,kbradley@illuumcosmeticsurgery.com,{'url': 'http://www.illuumcosmeticsurgery.com'}
Studio Sculpt,116 SOUTH MAIN STREET,CLAWSON,MI,48017,12488666629,info@mystudiosculpt.com,{'url': 'https://mystudiosculpt.com/'}
Quell Aesthetics & Wellness,"2023 VADALABENE DRIVE, SUITE 354",MARYVILLE,IL,62062,16182504688,EBURTON@QUELLHEADACHE.COM,{'url': 'https://quellheadache.com/'}
Schaberg Dermatology,"4949 Autumn Oaks Dr, Ste B",Maryville,IL,62062,16182889450,jessica@schabergdermatology.com,{'url': 'https://schabergdermatology.com/'}
Medica by Maria,"23895 Novi Rd, Suite 300",Novi,MI,48375,12489244058,medspa@medicabymaria.com,{'url': 'https://www.marifer.com/'}
Womens Choice Aesthetics,"115 Technology Dr, Ste B-301",Trumbull,CT,6611,12034450101,evangeline.specht@gmail.com,{'url': 'https://womenschoicect.com/'}
Body & Co,1940 EAST MAPLE ROAD,TROY,MI,48083,15198178525,BODYANDCO519@GMAIL.COM,
Defining Beauty,35624 Dequindre Rd,Sterling Heights,MI,48310,15868837558,rana.kallabat@yahoo.com,
Dermy Doc Institute,29592 NORTHWESTERN HWY,SOUTHFIELD,MI,48034,12484698321,info@dermydocinstitute.com,{'url': 'https://drfatimafahs.com/'}
Body Beautiful,33130 W 12 Mile Rd,Farmington Hills,MI,48334,12484898400,contact@bodybeautifulllc.net,{'url': 'https://www.bodybeautifulllc.net/'}
BEAUTILAB,2275 COLE STREET,BIRMINGHAM,MI,48009,17134493575,tc@beautilab.com,{'url': 'https://beautilab.com/'}
The Dripbar,"43215 Grand River Ave, Suite D",Novi,MI,48375,12489654387,Eshango415@gmail.com,{'url': 'https://www.thedripbar.com/'}
KA Aesthetics,"220 Admiral Trost Dr., Suite A",Columbia,IL,62236,16187137838,ka.aesthetics9@gmail.com,{'url': 'https://kaaesthetics.square.site/'}
Detroit Skin Club,801 SOUTH ADAMS ROAD,BIRMINGHAM,MI,48009,18109222216,mal.detroitskinclub@gmail.com,{'url': 'http://www.destroitskinclub.com'}
Facial Artistry & Aesthetics,"43227 CRESCENT BLVD, SUITE 16",NOVI,MI,48375,12488804880,mallorymilavec@gmail.com,
Northwest Dermatology Group & Covet Med Spa,"32270 TELEGRAPH ROAD, SUITE 200",BINGHAM FARMS,MI,48025,12483530880,FINANCIALS@NORTHWESTDERMGROUP.COM,{'url': 'https://nw-derm.com/'}
Reve Medical Spa,1890 CROOKS ROAD,TROY,MI,48084,19103332225,info@revemedicalspa.com,{'url': 'http://www.revemedicalspa.com'}
CLEO Skin + Laser,670 S OLD WOODWARD AVENUE,BIRMINGHAM,MI,48009,19253373468,BRIAN@CLEOSKINANDLASER.COM,{'url': 'https://cleoskinandlaser.com/'}
Midwest Center for Dermatology Cosmetic Surgery,"31275 NORTHWESTERN HWY, SUITE 140",FARMINGTON HILLS,MI,48334,12485380109,LHICKMAN@DOCSDERMGROUP.COM,{'url': 'https://docsdermgroup.com/'}
Revive U Aesthetics,3612 SENECA STREET,BUFFALO,NY,14224,17168700490,REVIVE.U.AESTHETICS@GMAIL.COM,{'url': 'https://reviveubuffalo.com/'}
Andrew Compton MD,"1639 E BIG BEAVER ROAD, SUITE 103",TROY,MI,48083,12482897300,MANAGER@ANDREWCOMPTONMD.COM,{'url': 'https://www.andrewcomptonmd.com/'}
Amae Medspa,353 South Old Woodward Ave,Birmingham,MI,48009,12483357200,office@drali.com,{'url': 'https://birminghammedspa.com/'}
Reflections Medical Spa,"330 N Creek Dr, Suite 202",Festus,MO,63028,16365753162,dstillman0720@gmail.com,{'url': 'https://acdep.myaestheticrecord.com/book/appointments'}
Reflections Aesthetics,"4184 Seneca Street, Suite 213",West Seneca,NY,14224,17163245050,Kgbechmann@gmail.com,{'url': 'https://reflections-aesthetics.com/'}
Kandiss Kaye Aesthetics,112 S. Second St.,Festus,MO,63028,13146304844,kandisskayeaesthetics@gmail.com,{'url': 'https://www.kandisskayeaesthetics.com/'}
Allure Esthetics,"100 Newtown Road, Suite 120",Danbury,CT,6810,19147035450,allureestheticsct@gmail.com,{'url': 'https://allureestheticsct.square.site/'}
Great Skin & Wellness,39850 VAN DYKE AVENUE,STERLING HEIGHTS,MI,48313,12488214056,skin@4great.com,{'url': 'https://www.4greatskin.com/'}
ASMD Aesthetics and Wellness,3281 ROCHESTER ROAD,TROY,MI,48083,13139490418,ASMD031@GMAIL.COM,{'url': 'https://www.asmdaesthetics.com/'}
Bloomfield Eye Associates,"32255 Northwestern Hwy, Ste 45",Farmington Hills,MI,48334,12485500393,smuradkejbou@gmail.com,{'url': 'https://www.bloomfieldeyeassociates.com/'}
EMG Aesthetic,"32000 NORTHWESTERN HWY, SUITE 120",FARMINGTON HILLS,MI,48334,12489180800,YOUSIFISMAIL@HOTMAIL.COM,{'url': 'https://www.emgmedspa.com/'}
Aesthetic Rx,"42450 W 12 MILE RD, SUITE 105",NOVI,MI,48377,13132636343,arxalisonpa@gmail.com,{'url': 'http://www.aestheticrx.net'}
Riva Skin,3522 Rochester Road,Troy,MI,48083,15862759418,rivastephan@gmail.com,{'url': 'https://www.rivafoumiaskin.com/'}
Skin Life Medspa,"2075 W Big Beaver Rd, Ste 320",Troy,MI,48084,15867470463,ranagogue@gmail.com,{'url': 'https://www.skinlifemedspa.com/'}
Dermatology Physicians of Connecticut,"4 Corporate Dr, Ste 386",Shelton,CT,6484,12035385682,sbernier@dpofct.com,{'url': 'https://dermatologyofct.com/'}
Revive Medical and Wellness,"46325 W 12 Mile, Ste 390",Novi,MI,48377,12487197271,pfefferkornmd@gmail.com,{'url': 'https://revivemedicalandwellness.my.canva.site/'}
IPI,1405 N TRUMAN BLVD,FESTUS,MO,63028,16364851312,RHODEMK1@HOTMAIL.COM,{'url': 'https://www.manageyourpainnow.com/'}
Danielle Deluca-Pytell MD,"3290 W Big Beaver Rd, Ste 412",Troy,MI,48084,12482737700,danielle@delucapytell.com,{'url': 'http://www.delucapytell.com'}
Vinty Medspa,1216 W Main Street,Festus,MO,63028,13146079585,vintymedspa@gmail.com,{'url': 'https://www.vintysalonandmedspa.com/'}
Avila Aesthetics,225 N MAIN STREET,EDWARDSVILLE,IL,62025,16189731621,avilaaestheticsllc@gmail.com,{'url': 'http://avilaaesthetics.com'}
Secrets of Beauty MedSpa,"2261 18 Mile Rd, Loft 101",Sterling Heights,MI,48314,15862096890,Secretsofbeautyspa@gmail.com,
Dr Susan Seman Solutions,"6900 ORCHARD LAKE ROAD, SUITE 204",WEST BLOOMFIELD,MI,48322,12489106262,ssemandoc@gmail.com,{'url': 'https://drsusanseman.com'}
Your New Looks,6765 Daly Rd,West Bloomfield,MI,48322,12485269090,Eva@yournewlooks.com,{'url': 'https://yournewlooks.com/'}
Bellissima Med Spa,"218 Main Street, Suite 3",NEW PALTZ,NY,12561,18457879466,info@bellissimamedspahv.com,{'url': 'https://bellissimamedspahv.com/'}
Kaaya Aesthetics,"4792 ROCHESTER RD, SUITE 1",TROY,MI,48085,12488859267,kaayaaesthetics@gmail.com,{'url': 'https://www.vagaro.com/us03/kaayaaestheticsllc'}
Aesthetic Art Skin Care,6714 ORCHARD LAKE ROAD,WEST BLOOMFIELD,MI,48322,12482388080,TANYA@AESTHETICARTSKINCARE.COM,{'url': 'http://www.aestheticartskincare.com'}
SKNtopia Med Spa,"5600 W MAPLE ROAD, SUITE C308",WEST BLOOMFIELD,MI,48322,12483182209,DRJ@THESKNTOPIA.COM,{'url': 'https://www.theskntopia.com/'}
Evolve Body Sculpting,"5813 W Maple Rd, Ste 139",West Bloomfield,MI,48322,12488923300,evolvebodysculpting@gmail.com,{'url': 'https://www.evolvebodysculpting.com/'}
Boling Vision Center,"2746 OLD US 20 W, SUITE B",ELKHART,IN,46514,15745367061,WHITNEY.BOLING@GMAIL.COM,{'url': 'https://www.bolingvisioncenter.com/'}
Ethereal Beauty Aesthetics & Recovery,"225 LOUISIANA STREET, SUITE 108C",BUFFALO,NY,14204,17163220305,KMCCARTHYNP@GMAIL.COM,{'url': 'https://www.etherealbeautybuffalo.com/'}
RENAISSANCE MEDISPA AND WELLNESS CE,"46 FOX STREET, SUITE 4",POUGHKEEPSIE,NY,12601,18454527653,FRONTDESK@DENTALDESIGNSTUDIO.NET,{'url': 'https://www.dentaldesignstudio.net/'}
Refine and Refresh,40260 W 14 MILE ROAD,COMMERCE TOWNSHIP,MI,48390,18102102808,refineandrefreshmedspa@gmail.com,{'url': 'https://refineandrefreshmedspa.com/'}
On the Glo Medical Spa,"47681 GRATIOT AVENUE, STUDIO 1",CHESTERFIELD,MI,48051,18102782050,alliewirgau@me.com,{'url': 'http://www.onthegloesthetics.com'}
Blue Water Spa,40 WEST MAIN STREET,SOUTHAMPTON,NY,11968,16312592477,infobluewaterspa@gmail.com,{'url': 'https://bluewaterspany.com/'}
Blue Water Spa,40 WEST MAIN STREET,SOUTHAMPTON,NY,11968,16312592477,booking.bwssh@gmail.com,{'url': 'https://bluewaterspany.com/'}
ReAwaken Med Spa,14128 LAKESIDE BLVD NORTH,SHELBY TOWNSHIP,MI,48315,15864009537,reawakenmedspa@gmail.com,{'url': 'https://reawakenmedspa.com/'}
Cosmetic Skin & Laser Center - Bloomfield Hills,40646 WOODWARD AVENUE,BLOOMFIELD HILLS,MI,48304,12313477395,orders.bloomfield@cslcbeauty.com,
Rose MD Aesthetics,"5877 Livernois Rd, Suite 105",Troy,MI,48098,12487801231,support@rosemdaesthetics.com,{'url': 'https://www.lavieenrosemd.com/'}
SKIN4U MED SPA,2842 EAST WEST MAPLE ROAD,COMMERCE TWP,MI,48390,12487056898,sapphire.medical.pllc@gmail.com,{'url': 'https://www.skin4umedspa.com/'}
Be'Luxe Med Spa,6287 Haggerty Rd,West Bloomfield,MI,48322,12484100737,beluxemedicalspa@gmail.com,
The Center of Youth,10 LIA LANE,PAWLING,NY,12564,19144065051,thecenterofyouth@aol.com,{'url': 'http://www.TheCenterofYouth.com'}
Zaleta,415 Allen Street,Batesville,AR,72501,18703073790,Stephanie@zaleta.com,{'url': 'https://zaleta.com/'}
Glow and Contour MedSpa,"6535 ROCHESTER ROAD, SUITE 105",TROY,MI,48085,12487297555,info@glowandcontour.com,{'url': 'http://www.glowandcontour.com'}
Premier Medical Group of the Hudson Valley,"207 WASHINGTON STREET, SUITE 203",POUGHKEEPSIE,NY,12601,18454710800,ATOMASETTI@PREMIERMEDICALHV.COM,{'url': 'https://www.premiermedicalhv.com/'}
Levia Medspa,"695 DUTCHESS TPKE, SUITE 118",POUGHKEEPSIE,NY,12603,18455053147,leviamedspa@gmail.com,{'url': 'https://leviamedspa.com/'}
Tasthetics,4299 ORCHARD LAKE ROAD,WEST BLOOMFIELD,MI,48323,12488800629,tasthetics1@gmail.com,{'url': 'http://www.tastheticsmedspa.com'}
Skintervention Spa,"4299 Orchard Lake Rd, Cosmo Salon Studio 15",West Bloomfield,MI,48323,12487922986,skinterventionspa@gmail.com,{'url': 'https://skinterventionspa.com/'}
The Beauty Bar by Eminamua,"5661 Telegraph Rd, Suite 2A",St. Louis,MO,63129,13142878141,eminamua@gmail.com,{'url': 'http://www.thebeautybossrn.com'}
CWC Med Spa,50429 HAYES ROAD,SHELBY TWP,MI,48315,15863072109,cwcmedspa@gmail.com,{'url': 'https://cwcmedspa.com/'}
Show Me Care Infusion Therapy,"1031 Lami Street, Suite 101",St. Louis,MO,63104,13144478847,INFO@SMCINFUSIONTHERAPY.COM,
AgeWell Aesthetics,"26555 OAKLEY PARK ROAD, SUITE 202",COMMERCE TWP,MI,48390,12486841800,MAURERBC@AOL.COM,
Michigan Center for Regenerative Medicine,"355 BARCLAY CIRCLE, SUITE A",ROCHESTER HILLS,MI,48307,12482161008,tpawlich@mcfrm.com,{'url': 'https://regenerativemedicinemichigan.com/'}
Urbana Medical,2950 Crooks Rd,Rochester Hills,MI,48309,12488535093,nancyafr@aol.com,{'url': 'https://urbanamedical.com/'}
Medspa of Morgan City,1103 8TH STREET,MORGAN CITY,LA,70380,19855191384,MANDY@MEDSPAOFMORGANCITY.COM,{'url': 'https://www.medspaofmorgancity.com/'}
Save Face Medspa,1078 ELMWOOD AVENUE,BUFFALO,NY,14222,17169866047,info@savefacemedspa.com,
Anti-Aging Centers of CT,"761 CAMPBELL AVENUE, UNIT 1",WEST HAVEN,CT,6516,12036875155,ASHLEY@AACOFCT.ORG,{'url': 'https://www.aacofct.com/'}
South Bend Clinic,1820 E Day Rd,Mishawaka,IN,46545,15742047200,arasnic@southbendclinic.com,{'url': 'https://www.southbendclinic.com/'}
Longevity Health,1710 E DAY ROAD,MISHAWAKA,IN,46545,15742614200,LONGEVITYHEALTHGRANGER@GMAIL.COM,{'url': 'https://michiananeurologic.net/'}
Med Coast Wellness,"2600 UNION LAKE ROAD, SUITE 150",COMMERCE TOWNSHIP,MI,48382,12487161010,FADIA@MEDCOASTWELLNESS.COM,{'url': 'https://www.medcoastwellness.com/'}
Medical Weight Loss Solutions,4109 UNION ROAD,SAINT LOUIS,MO,63129,13146651265,scmedical@nps-1.com,{'url': 'http://mwlmarion.com'}
Refreshed By Rachel,"4401 Meramec Bottom Road, Unit G",St. Louis,MO,63129,13146981027,salonmerakistl@gmail.com,{'url': 'https://www.refreshedbyrachel.com/'}
Tribute Salon & Spa,401 WEST MAIN STREET,BRIGHTON,MI,48116,18105884531,denne@tributesalonspa.com,{'url': 'https://tributesalonspa.com/'}
Natura,1345 HERTEL AVENUE,BUFFALO,NY,14216,17168665122,naturaskinboutique@gmail.com,{'url': 'http://www.naturaskinboutique.com'}
Reclaim Med Spa & Wellness,"4500 S KINGSHIGHWAY BLVD, SUITE 19",ST. LOUIS,MO,63109,13143102068,reclaim@reclaimmensclinic.com,{'url': 'https://reclaimmedspastl.com/'}
Monroe Medicine - Buffalo,1400 HERTEL AVENUE,BUFFALO,NY,14216,16185302857,danielle@monroemedspa.com,{'url': 'http://www.monroemedspa.com'}
Trayam Dermatology,"108 N MAIN STREET, SUITE 101",SOUTH BEND,IN,46601,15747033973,HOLLY@TRAYAMDERMATOLOGY.COM,{'url': 'http://trayamdermatology.com'}
