code,name,zipcode,zipcode_address,latitude,longitude,contact_email,shippingEmail,billing_phone,contact_phone,billing_street_address_1,billing_city,billing_province,billing_postal_code,billing_country,clinic_street_address_1,clinic_street_address_2,clinic_city,clinic_province,clinic_country,clinic_postal_code,website,is_diamond_provider,reward_tier_name,reward_tier_number,reward_tier_rank,digital_excellence,hide_from_clinic_locator,distance_in_km
Y4968LAR,TuliaMD,75025,"Plano, TX 75025, USA",33.086937,-96.760109,hharrisdo@gmail.com,erica@tuliamd.com,9722929809,9722929809,9925 Gillespie Dr,Plano,TX,75025,US,9925 Gillespie Dr,Suite 2100,Plano,TX,US,75025,https://tuliamd.com/,no,partner,1,6,yes,no,215.77317357757508
8HL243E9,Uplift MedSpa,75093,"Plano, TX 75093, USA",33.038628,-96.824379,ejdiniz21@gmail.com,ejdiniz21@gmail.com,9729713330,9729713330,5136 village creek drive.,Plano,TX,75093,US,5136 village creek drive.,Suite 503,Plano,TX,US,75093,,no,partner,1,6,no,no,220.34960371223343
37YPCCNP,Lemon and Leigh,76023,"Boyd, TX 76023, USA",33.050377,-97.589737,courtney@lemonandleigh.com,courtney@lemonandleigh.com,8173827561,8173827561,440 West Rock Island,Boyd,TX,76023,US,440 west rock,suite b,Boyd,TX,US,76023,https://www.lemonandleigh.com/,no,partner,1,6,yes,no,222.4125983467754
XVD5XDXU,Lafrance Aesthetics,76092,"Grapevine, TX 76092, USA",32.953346,-97.146706,alexis@lafranceaesthetics.com,alexis@lafranceaesthetics.com,5802639034,5802639034,251 West southlake blvd,Southlake,TX,76092,US,251 West southlake blvd,Suite 15,Southlake,TX,US,76092,https://www.instagram.com/lafranceaesthetics,no,partner,1,6,yes,no,228.4928822634138
RMBJGWNX,Longevity Texas,76092,"Grapevine, TX 76092, USA",32.953346,-97.146706,jennifer@longevitytexas.com,jennifer@longevitytexas.com,8176017773,8176017773,1560 E Southlake Blvd,Southlake,TX,76092,US,1560 E Southlake Blvd,100,Southlake,TX,US,76092,http://longevitytexas.com/,no,partner,1,6,no,no,228.4928822634138
SCP77P68,New Leaf Plastic Surgery,76244,"Keller, TX 76244, USA",32.945877,-97.276077,drlovelace@newleafplasticsurgery.com,drlovelace@newleafplasticsurgery.com,8173801087,8173801087,4400 Heritage Trace Parkway,Fort Worth,TX,76244,US,4400 Heritage Trace Parkway,Suite 200,Fort Worth,TX,US,76244,http://www.newleafplasticsurgery.com,no,partner,1,6,no,no,229.89085763302427
YCFSAZCV,DPC Health,76244,"Keller, TX 76244, USA",32.945877,-97.276077,Lan@dpchealth.com,Lan@dpchealth.com,6824725449,6824725449,4561 Heritage Trace Parkway,Fort Worth,TX,76244,US,4561 Heritage Trace Parkway,#109,Fort Worth,TX,US,76244,https://dpchealth.com/,no,bronze,3,5,no,no,229.89085763302427
H64M2HLT,Skin Care Professionals,75231,"Dallas, TX 75231, USA",32.879807,-96.754753,lynaer@drchoucair.com,lynaer@drchoucair.com,2143899797,2143899797,9301 N Central Expressway,Dallas,TX,75231,US,Skin Care Professionals,Suite 551,Dallas,TX,US,75231,https://theskincareprofessionals.com/,no,partner,1,6,no,no,238.66254150391848
2T5WM5CE,Ravvivare Health & Wellness,97702,"Bend, OR 97702, USA",43.965721,-121.219643,Bmshrout@gmail.com,Bmshrout@gmail.com,5415884252,5415884252,255 SW Bluff Dr ,Bend,OR,97702,US,255 SW Bluff Dr,Suite 200,Bend,OR,US,97702,https://ravvivarehw.com/,no,partner,1,6,yes,no,56.27490600365704
ZNUUJFQZ,Reading Dermatology,19609,"Reading, PA 19609, USA",40.327995,-75.995667,jbraun@readingderm.com,jbraun@readingderm.com,4847091177,4847091177,3317 Penn Ave,West Lawn,PA,19609,US,3317 Penn Ave,,West Lawn,PA,US,19609,https://www.readingderm.com/,no,bronze,2,5,yes,no,140.23734102266718
AS5K9RD8,Cameo Skin and Body Wellness,17601,"Neffsville, PA 17601, USA",40.072094,-76.305832,harperkim559@gmail.com,harperkim559@gmail.com,7178744939,7178744939,600 Eden Rd.,Lancaster,PA,17601,US,600 Eden Rd.,Building E,Lancaster,PA,US,17601,https://cameoskinandbody.com/,no,partner,1,7,no,no,146.44008674479178
O5TFGXIY,Skin Therapy Studios,17403,"York, PA 17403, USA",39.919617,-76.722107,skintherapystudios@yahoo.com,skintherapystudios@yahoo.com,7178141101,7178141101,1406 3rd Ave,York,PA,17403,US,1406 3rd Ave,Suite 201,York,PA,US,17403,https://skintherapystudios.glossgenius.com/,no,no_tier,0,99,no,no,148.21420655716472
TXPKTARH,Aesthetic Surgery Associates,18104,"Allentown, PA 18104, USA",40.597775,-75.539314,jderr@asasurgery.com,jderr@asasurgery.com,6104372378,6104372378,250 Cetronia Rd ,Allentown,PA,18104,US,250 Cetronia Rd,#301,Allentown,PA,US,18104,https://www.asasurgery.com/,no,no_tier,0,99,no,no,154.54900356131063
DKN76WQA,Amazing Skin Laser & Aesthetics,18103,"Allentown, PA 18103, USA",40.571918,-75.492729,amazingskin.frontdesk@gmail.com,amazingskin.frontdesk@gmail.com,6102976249,6102976249,1251 S Cedar Crest Blvd,Allentown,PA,18103,US,1251 S. CEDAR CREST BLVD. SUITE 303,,ALLENTOWN,PA,US,18103,https://youplusaesthetics.com/,no,partner,1,6,yes,no,159.35292235091444
DQULH4T5,Revive Medical Aesthetics,18951,"Quakertown, PA 18951, USA",40.445847,-75.36454,revivemedical3@gmail.com,revivemedical3@gmail.com,2673879033,2673879033,600 West Broad St,Quakertown,PA,18951,US,600 West Broad St,Suite 3,Quakertown,PA,US,18951,https://www.revivemedicalaestheticsllc.care/,no,partner,1,6,yes,no,175.5049873393875
GZW0SXQQ,Aesthetics By Kell LLC,15522,"Bedford, PA 15522, USA",39.923855,-78.543373,kell@aestheticsbykell.com,kell@aestheticsbykell.com,8142042234,8142042234,114 S Juliana St,Bedford,PA,15522,US,114 S Juliana St,,Bedford,PA,US,15522,https://aestheticsbykell.myshopify.com/,no,partner,1,6,yes,no,182.26719083646336
07KHMOJR,Native Wellness + Aesthetics,14480,"Lakeville, NY 14480, USA",42.837566,-77.708008,amy@nativewellnessflx.com,amy@nativewellnessflx.com,5853467040,5853467040,9540 Ace Rd,Hemlock,NY,14466,US,3517 Thomas Drive,Suite 4,Lakeville,NY,US,14480,,no,no_tier,0,99,no,no,186.6031239307184
A4FBM6F3,"Frederick Dermatology Associates, LLC",21702,"Fort Detrick, MD 21702, USA",39.483936,-77.44725,kathleenmoe@gmail.com,KathleenMoe@gmail.com,3016626755,3016626755,45 Thomas Johnson Drive,Frederick,MD,21702,US,45 Thomas Jefferson Dr,Suite 209,Frederick,MD,US,21702,https://frederickdermatology.com/,no,partner,1,7,no,no,192.3822230011017
gH9j9h3v,Eyes on Main. St Optometry,12748,"Jeffersonville, NY 12748, USA",41.755749,-74.909187,lisamariesauer@gmail.com,lisamariesauer@gmail.com,8454822425,8454822425,4895 State Route 52,Jeffersonville,NY,12748,US,4895 State Route 52,,Jeffersonville,NY,US,12748,http://www.eyesonmainst.com/,no,no_tier,0,99,no,no,200.039567788451
Q3S9J6Z8,Posh Clinic Aesthetics & Wellness,02915,"Riverside, RI 02915, USA",41.779861,-71.346809,meleymediaesthetics@gmail.com,meleymediaesthetics@gmail.com,4016128598,4016128598,1445 Wampanoag Trail,Riverside,RI,02915,US,1445 Wampanoag Trail,Suite 108b,Riverside,RI,US,02915,https://poshclinicaesthetics.com/,no,partner,1,6,no,no,24.720250419262253
AE2YWCVY,Luciano Sztulman MD Inc dba Skinsational Laser and Liposculpture Center,02904,"North Providence, RI 02904, USA",41.866829,-71.435875,obgynne@yahoo.com,obgynne@yahoo.com,4015210303,4015210303,1 Randall Square #401,Providence,RI,02904,US,1 Randall Square,#401,Providence,RI,US,02904,https://skinsationallasercenter.com/,no,no_tier,0,99,yes,no,32.069310810686
2WXUCY22,Spa Noor Inc,02720,"Fall River, MA 02720, USA",41.735947,-71.115143,spanoor@aol.com,spanoor@aol.com,5086973711,5086973711,373 New Boston Road,Fall River,MA,02720,US,373 New Boston Road,,Fall River,MA,US,02720,https://spanoor.com/,no,partner,1,6,no,no,34.73008061612339
M8P7FHPC,BIO Medspa,02720,"Fall River, MA 02720, USA",41.735947,-71.115143,steph@thebiomedspa.com,steph@thebiomedspa.com,7744004842,7744004842,4551 N Main St.,Fall River,MA,02720,US,4551 N Main St.,,Fall River,MA,US,02720,https://beacons.ai/biomedspa,no,partner,1,6,yes,no,34.73008061612339
C2YWKXLV,Restore MD LLC,06359,"North Stonington, CT 06359, USA",41.472328,-71.880852,drk@restore-md.com,drk@restore-md.com,8604159360,8604159360,382 Grindstone Hill Road,North Stonington,CT,06359,US,382 Grindstone Hill Road,,North Stonington,CT,US,06359,https://www.restore-md.com/,no,partner,1,6,yes,no,35.65717911496578
IRD2MXNE,Eyes on Plainville,02762,"Plainville, MA 02762, USA",42.010124,-71.346809,Gaan.optometry@gmail.com,Gaan.optometry@gmail.com,5082229912,5082229912,51 Man-Mar Drive,Plainville,MA,02762,US,51 Man-Mar Drive,#2,Plainville,AL,US,02762,,no,no_tier,0,99,yes,no,49.027715337703
MvxVGBCM,Evoke Medical Aesthetics,02301,"Brockton, MA 02301, USA",42.072552,-71.037888,emanuelladepina@gmail.com,emanuelladepina@gmail.com,5088636658,5088636658,247 Ash St,Brockton,MA,02301,US,1132 Main St,Unit 3,Weymouth,MA,US,02301,https://evokemedicalaesthetic.com/,no,partner,1,6,no,no,65.7638783417354
CJ2643W3,"Vanity Beauty Bar, LLC",02302,"Brockton, MA 02302, USA",42.083515,-70.990341,vanitybeautybarllc@gmail.com,vanitybeautybarllc@gmail.com,5086173860,5086173860,28 Burwell St,Brockton,MA,02302,US,28 Burwell St,,Brockton,MA,US,02302,https://vanitybeautybar.llc/,no,partner,1,6,yes,no,69.00781957454987
PW3Q8WCX,White’s Apothecary East Hampton,11937,"East Hampton, NY 11937, USA",41.004158,-72.177155,whitesapothecary@icloud.com,whitesapothecary@icloud.com,6313240082,6313240082,81 Main St,East Hampton,NY,11937,US,81 Main St,,East Hampton,NY,US,11937,https://www.city-chemist.com/,no,partner,1,6,no,no,86.71034914011872
GEKW5RZJ,Precise Medical Solutions,29072,"Lexington, SC 29072, USA",33.998913,-81.273911,kim@precisemedicalsolutions.com,kim@precisemedicalsolutions.com,8035207704,8035207704,1404 West Main St. ,Lexington,SC,29072,US,1404 West Main St. Ste A,,Lexington,SC,US,29072,,no,partner,1,6,no,no,20.76541151728764
K7G3GA5E,Dream Aesthetic,29206,"Columbia, SC 29206, USA",34.025867,-80.959473,dreamaestheticcola@gmail.com,dreamaestheticcola@gmail.com,8033588375,8033588375,5101 Forest Drive,Columbia,SC,29206,US,5101 Forest Drive,,Columbia,SC,US,29206,https://dreamaestheticcola.com/,no,bronze,2,5,no,no,28.292194279749687
JNJ7Z38L,Vivid Aesthetics,29063,"Irmo, SC 29063, USA",34.12521,-81.185776,shelley@vividaesthetics.com,shelley@vividaesthetics.com,8035005070,8035005070,120 Hunter Village Dr.,Irmo,SC,29063,US,120 Hunter Village Dr.,,Irmo,SC,US,29063,https://vividaesthetics.com/,no,partner,2,6,no,no,32.21381626884893
JWCHVMB8,Sophisticated Wellness & Aesthetics,29223,"Columbia, SC 29223, USA",34.105839,-80.920776,verlisha@sophisticatedskinbeauty.com,Info@mysophisticatedwellness.com,8036837377,8036837377,428 McNulty Street,Blythewood,SC,29016,US,9330 Two Notch Road,Suite C,Columbia,SC,US,29223,https://www.sophisticatedskinbeauty.com/,no,partner,1,6,no,no,37.43877931249119
NEGPGTGA,Bare Essentials Medical Spa LLC,29115,"1180 Blvd Street, Suite C, Orangeburg, 29115, SC, US",33.506985,-80.861244,kaylasanders@bareessentialsmedspa.com,kaylasanders@bareessentialsmedspa.com,8038783030,,1180 Blvd Street,Orangeburg,SC,29115,US,1180 Blvd Street,Suite C,Orangeburg,SC,US,29115,,no,partner,1,7,no,no,46.07184469459218
cQiplJ7D,Flourish Health and Wellness,29646,"Greenwood, SC 29646, USA",34.14658,-82.149605,flourishgreenwood@gmail.com,flourishgreenwood@gmail.com,8649920992,8649920992,211 Waller Ave,Greenwood,SC,29646,US,211 Waller Ave,,Greenwood,SC,US,29646,https://www.flourishgreenwood.com/,no,partner,1,6,no,no,97.22816789225232
WZC6TR4L,ReNu & Revive Wellness MedSpa,29379,"Union, SC 29379, USA",34.702164,-81.559647,mjfloodmd@outlook.com,mjfloodmd@outlook.com,8644260888,8644260888,801 West Main St,Union,SC,29379,US,801 West Main St,,Union,SC,US,29379,https://renuandrevivewellness.com/,no,partner,1,6,no,no,102.94658208670717
BY8XPPVT,Baldoni Aesthetic,29483,"CARNES CROSSROADS, SC 29483, USA",33.075264,-80.209824,sarah@baldoniaesthetic.com,sarah@baldoniaesthetic.com,8432145993,8432145993,118 W Richardson ave,Summerville,SC,29483,US,118 W Richardson ave,Ste 100,Summerville,SC,US,29483,https://sarahbaldoni-aestheticmed.com/,no,bronze,2,5,no,no,122.42510472026004
J5YW96RP,The Vitality Co.,29302,"Spartanburg, SC 29302, USA",34.875187,-81.844292,tlgregory22@gmail.com,tlgregory22@gmail.com,8643576454,8643576454,753 East Main St,Spartanburg,SC,29302,US,753 East Main Street,,Spartanburg,SC,US,29302,https://thevitalitycospartanburg.com/,no,partner,1,6,yes,no,131.35035848649636
W0H05BR4,Studio Spa by Madeline LLC,29405,"North Charleston, SC 29405, USA",32.866955,-79.97522,mcgeemaddy16@gmail.com,mcgeemaddy16@gmail.com,5186690549,5186690549,2154 Noisette Blvd 423,North Charleston,SC,29405,US,2154 Noisette Blvd 227,,North Charleston,SC,US,29405,https://fish-copper-sl24.squarespace.com/,no,no_tier,0,99,yes,no,154.2659787689484
FEDN3MCL,Bare N Beautiful,29621,"Anderson, SC 29621, USA",34.529495,-82.626732,info@barenbeautiful.com,info@barenbeautiful.com,8643670810,8643670810,1530 N Fant St,Anderson,SC,29621,US,1530 N Fant St,Suite B,Anderson,SC,US,29621,https://barenbeautiful.com/,no,partner,1,6,yes,no,155.0962055939
86BPCXGH,Butterfly Beauty Spa LLC,29650,"Greer, SC 29650, USA",34.892036,-82.269196,butterflyspaaz@gmail.com,butterflyspaaz@gmail.com,7409738445,7409738445,1515 Loblolly Ln,Cumming,GA,30041-7606,US,420 The Parkway Suite c,Suite c,Greer,SC,US,29650,https://butterflybeautyaz.com/,no,partner,1,6,yes,no,155.18289722304146
AiQlmtyJ,Serenity MedSpa,29673,"Powdersville, SC 29673, USA",34.738968,-82.453613,melissahsimpson@yahoo.com,melissahsimpson@yahoo.com,8643563762,8643563762,118 Taxiway Ave,Easley,SC,29640,US,208 Wall St,,Powdersville,SC,US,29673,https://serenitynj.com/,no,partner,1,6,yes,no,155.3115650080782
AICJSIRS,Michelle Grignani,29673,"Powdersville, SC 29673, USA",34.738968,-82.453613,Michellegrignani@gmail.com,Michellegrignani@gmail.com,8646346819,8646346819,226 Whittlin Way,Taylors,SC,29687,US,208 WLl St,,Peidmont,SC,US,29673,,no,no_tier,0,99,no,no,155.3115650080782
27CEP8EP,Speakeasy Aesthetics,37128,"Murfreesboro, TN 37128, USA",35.797256,-86.438972,Speakeasyaesthetics@gmail.com,Speakeasyaesthetics@gmail.com,9512901583,9512901583,804 N Thompson Avenue ,Murfreesboro,TN,37128,US,804 N Thompson Avenue,2b,Murfreesboro,TN,US,37128,https://linktr.ee/speakeasy.rn,no,partner,1,6,yes,no,33.631963385854306
3lO6lva0,Shrinking Violets,37388,"Tullahoma, TN 37388, USA",35.35276,-86.195518,alimedeana@gmail.com,alimedeana@gmail.com,9316340424,9316340424,131 Elise Circle,Tullahoma,TN,37388,US,1956 N Jackson St,,Tullahoma,TN,US,37388,https://www.shrinkingviolets.net/,no,no_tier,0,99,yes,no,39.39171215965673
2W8VFYZZ,Illuminations,38401,"Columbia, TN 38401, USA",35.660328,-87.022446,awsisk1@hotmail.com,awsisk1@hotmail.com,9317972611,9317972611,107 Berrywood Drive,Columbia,TN,38401,US,107 Berrywood Drive,,Columbia,TN,US,38401,,no,partner,1,7,no,no,43.00781422427895
ibrh6r4h,Giatras Family Dentistry,37129,"Murfreesboro, TN 37129, USA",35.917343,-86.449097,Giatrasfamilydentistry@yahoo.com,Giatrasfamilydentistry@yahoo.com,6158480010,6158480010,214 MTCS Rd,Murfreesboro,TN,37129,US,214 MTCS Rd,,Murfreesboro,TN,US,37129,https://www.giatrasfamilydentistry.com/facial-aesthetics/,no,partner,1,6,no,no,46.01557808204387
DVX45FJY,"Anew Aesthetics, LLC",37067,"Franklin, TN 37067, USA",35.904655,-86.771805,nataliewaddell@anew-aesthetics.com,nataliewaddell@anew-aesthetics.com,6155822195,6155822195,1896 General George Patton Dr # 600,Franklin,TN,37067,US,1896 General George Patton Drive,# 600,Franklin,TN,US,37067,https://www.anew-aesthetics.com/,no,bronze,2,5,yes,no,46.38801202694177
PbYWksyT,The Aesthetic Nurse,37135,"Nolensville, TN 37135, USA",35.934841,-86.681252,shelbykardosh@gmail.com,shelbykardosh@gmail.com,6159266486,6159266486,1855 Erlinger Drive,Nolensville,TN,37135,US,7180 Nolensville Rd,,Nolensville,TN,US,37135,https://aestheticnurseshelby.com/,no,partner,1,6,yes,no,47.29078914387026
VOSNEFFU,Nolo Eyecare + Eyewear Gallery,37135,"Nolensville, TN 37135, USA",35.934841,-86.681252,drjessica@noloeyecare.com,drjessica@noloeyecare.com,6152837321,6152837321,7180 Nolensville Rd Ste. 1E,Nolensville,TN,37135,US,7180 Nolensville Rd Ste. 1E,,Nolensville,TN,US,37135,,no,no_tier,0,99,no,no,47.29078914387026
2JPX9R75,Sunday Skin,37027,"Brentwood, TN 37027, USA",35.980545,-86.761749,sundayskinnash@gmail.com,info@sundayskinaesthetics.com,6157496367,6157496367,9007 Overlook Blvd ,Brentwood,TN,37027,US,9007 Overlook Blvd,,Brentwood,TN,US,37027,https://www.sundayskinnash.com/,no,no_tier,0,99,no,no,54.02610394203784
957SXHEH,"Binhlam Aesthetics, LLC",37027,"Brentwood, TN 37027, USA",35.980545,-86.761749,jbinhlam@advancedskinlaser.com,jbinhlam@advancedskinlaser.com,6154253223,6154253223,1649 Westgate Circle,Brentwood,TN,37027,US,1649 Westgate Circle,Suite 200,Brentwood,TN,US,37027,https://www.binhlamaesthetics.com/,no,partner,1,6,yes,no,54.02610394203784
76MAXE6D,Cool Springs Plastic Surgery,37027,"Brentwood, TN 37027, USA",35.980545,-86.761749,kayla@csps.me,reagan@csps.me,6157717718,6157717718,620 Church St E,Brentwood,TN,37027,US,620 Church Street E,,Brentwood,TN,US,37027,https://www.coolspringsplasticsurgery.net/,no,bronze,2,5,yes,no,54.02610394203784
UELHTEK5,NurseZan Medspa,37027,"Brentwood, TN 37027, USA",35.980545,-86.761749,zanphillips.zp@gmail.com,123nursezan@gmail.com,6159456213,6159456213,134 Franklin Road,Brentwood,TN,37027,US,134 Franklin Road,# 2,Brentwood,TN,US,37027,https://www.nursezan.com/,no,rose_gold,5,2,yes,no,54.02610394203784
MXCPZQ6H,SkinTheoryRX,37064,"Franklin, TN 37064, USA",35.898724,-86.96241,tisha@southern71.com,tisha@southern71.com,6157470071,6157470071,504 W Main St,Franklin,TN,37064,US,504 W Main Street,,Franklin,TN,US,37064,https://www.skintheoryrx.com/,no,partner,1,6,no,no,54.64769856641864
D2U8RFX3,Raydiant Skin,37324,"Decherd, TN 37324, USA",35.258507,-85.991745,raydiantskinmedspa@gmail.com,raydiantskinmedspa@gmail.com,9312034251,9312034251,58 East Heikens Drive,Decherd,TN,37324,US,"58 East Heikens Drive, East Heikens Drive",,Decherd,TN,US,37324,https://www.raydiantskinmedspa.com/,no,partner,1,6,yes,no,60.64064900459844
3KRM3EGG,EB Skin,37215,"Nashville, TN 37215, USA",36.080235,-86.832077,erin@ebskinnashville.com,erin@ebskinnashville.com,6155064760,6155064760,2405 Crestmoor Rd Suite C,Nashville,TN,37215,US,2405 Crestmoor Road,Suite C,Nashville,TN,US,37215,https://www.ebskinnashville.com/,no,silver,4,4,yes,no,66.56207571985485
G77XAKNK,Melrose Aesthetics LLC,37204,"Nashville, TN 37204, USA",36.105911,-86.776825,lindseyhfelts@gmail.com,lindseyhfelts@gmail.com,6157152066,6157152066,805A Bradford Ave,Nashville,TN,37204,US,780 Blevins Drive,,Nashville,TN,US,37204,https://www.melroseaesthetics.com/,no,partner,1,6,yes,no,67.78302833248325
HV6V4Y2U,Vickers Aesthetics LLC,37214,"Nashville, TN 37214, USA",36.140465,-86.651031,vickersrninjector@gmail.com,vickersrninjector@gmail.com,5129257350,5129257350,2725 Nodyne Drive,Nashville,TN,37214,US,2725 Nodyne Drive,,Nashville,TN,US,37214,,no,partner,1,6,no,no,69.5629926352875
JFYKJ7VW,Image Surgical Arts,37212,"Nashville, TN 37212, USA",36.128162,-86.796921,drharris@imagesurgicalarts.com,drharris@imagesurgicalarts.com,6159135817,6159135817,2416 21st Ave S #301,Nashville,TN,37212,US,2416 21st Avenue S,#301,Nashville,TN,US,37212,https://www.imagesurgicalarts.com/,no,partner,1,6,yes,no,70.65254955101511
64SWP8NC,NSI Wellness & Aesthetics,37203,"Nashville, TN 37203, USA",36.152382,-86.789391,info@tolmanmedical.com,info@tolmanmedical.com,5026124540,5026124540,2968 Summitop Ct Ne,Marietta,GA,30066,US,"321 29th Ave N,",,Nashville,TN,US,37203,https://www.nashmedspa.com/,no,partner,1,6,no,no,73.065895934455
UG5UYUUE,The Plastic Surgery Center of Nashville,37203,"Nashville, TN 37203, USA",36.152382,-86.789391,kayla@nashvillesurgery.com,kayla@nashvillesurgery.com,6154676777,6154676777,1915 State St,Nashville,TN,37203,US,1915 State Street,,Nashville,TN,US,37203,http://www.theplasticsurgerycenterofnashville.com,no,partner,1,7,no,no,73.065895934455
ZPNSVCD9,Radiante LLC,37203,"Nashville, TN 37203, USA",36.152382,-86.789391,doylene@radiantespa.com,doylene@radiantespa.com,6154179678,6154179678,210 25th Ave N,Nashville,TN,37203,US,210 25th Ave N,Suite 100 Room 33,Nashville,TN,US,37203,https://www.radiantespa.com/,no,partner,1,6,no,no,73.065895934455
WWQV4V96,Big Country Medical Spa,79605,"Abilene, TX 79605, USA",32.438923,-99.779022,bigcountrymedspa@gmail.com,bigcountrymedspa@gmail.com,3254006830,3254006830,2301 Industrial BLVD,Abilene,TX,79605,US,2301 Industrial BLVD,,Abilene,TX,US,79605,https://linktr.ee/bigcountrymedspa,no,partner,1,6,yes,no,53.55844262263746
JADENJLE,Professional Aesthetics & Virtual SkinCare Concierge,76450,"Graham, TX 76450, USA",33.095345,-98.616066,professional.aesthetics@outlook.com,professional.aesthetics@outlook.com,9405505140,9405505140,461 Oak st. ,Graham,TX,76450,US,461 Oak st.,Suite B,Graham,TX,US,76450,,no,partner,1,6,no,no,173.85241302448205
DAGE3DV7,VitaLuxe Wellness & Aesthetics,76462,"Lipan, TX 76462, USA",32.526939,-98.068344,vitaluxewellnessllc@gmail.com,vitaluxewellnessllc@gmail.com,8176087999,8176087999,104 S Kickapoo St,Lipan,TX,76462,US,104 S Lockapoo St,Ste 202,Lipan,TX,US,76462,,no,partner,1,6,no,no,183.25785464364088
I0830S59,Hydration Station,78624,"Fredericksburg, TX 78624, USA",30.314993,-98.924538,awalter1008@gmail.com,awalter1008@gmail.com,9792297745,9792297745,705 Northern Red Oak Lane,Fredericksberg,TX,78624,US,710 East Main St,,Fredericksberg,TX,US,78624,,no,no_tier,0,99,no,no,206.05363521167564
OCM5AS6Z,KT Aesthetics,76008,"Aledo, TX 76008, USA",32.688999,-97.63311,Ktripplehorn@gmail.com,Ktripplehorn@gmail.com,8176001910,8176001910,11633 pine creek ct,Aledo,TX,76008,US,11633 pine creek ct,,Aledo ,TX,US,76008,,no,partner,1,6,no,no,227.71219761166157
AS344M6R,Urban Chic Aesthetix LLC,78641,"Leander, TX 78641, USA",30.539015,-97.937492,urbanchicaesthetix@gmail.com,urbanchicaesthetix@gmail.com,5128251748,5128251748,PO Box 96,Leander,TX,78646,US,"10824 E Crystal Falls Pkwy,",Unit 505,Leander,TX,US,78641,https://www.urbanchicaesthetix.com/,no,partner,1,6,yes,no,245.21440427025436
TN8M7LVH,The Aesthetic Lab LLC,78641,"Leander, TX 78641, USA",30.539015,-97.937492,theaestheticlabatx@gmail.com,theaestheticlabatx@gmail.com,4326613935,4326613935,"11620 Hero Way W #230, ",Leander,TX,78641,US,"11620 Hero Way W #230,",Suite 24,Leander,TX,US,78641,https://linktr.ee/theaestheticlabatx,no,partner,1,6,yes,no,245.21440427025436
2S6FZ9DQ,Bass Eye Care,76109,"Fort Worth, TX 76109, USA",32.698624,-97.37867,drbassod@gmail.com,drbassod@gmail.com,8176159290,8176159290,2792 S Hulen,Ft Worth,TX,76109,US,2792 S Hulen,,Fort Worth,TX,US,76109,http://www.basseyecare.com/,no,partner,1,6,yes,no,250.56327240254475
DYP3SJWY,H2 Wellness & Medspa,76114,"Westworth Village, TX 76114, USA",32.775951,-97.400284,kefreehauf@h2medspa.com,kefreehauf@h2medspa.com,8172412485,8172412485,4900 White Settlement Rd,Fort Worth,TX,76114,US,4900 White Settlement Rd,,Fort Worth,TX,US,76114,https://h2medspa.com/,no,partner,1,7,yes,no,251.4869807121297
42ONSF8E,Attract Aesthetics LLC,78736,"Bee Cave, TX 78736, USA",30.252087,-97.948387,Attractaestheticsllc@gmail.com,Attractaestheticsllc@gmail.com,5129069631,5129069631,4422 Packsaddle Pass,Austin,TX,78745,US,6810 Halesboro Dr,,Austin,TX,US,78736,,no,no_tier,0,99,no,no,266.47468700385133
BNY7N9JT,Hidden Gemz Aesthetics,76063,"Mansfield, TX 76063, USA",32.563183,-97.141693,jerricabrooks20@gmail.com,jerricabrooks20@gmail.com,8179529920,8179529920,1408 Beckwith Drive,Arlington,TX,76018,US,1071 Country Club Dr,Ste 101,Mansfield,TX,US,76063,https://www.hiddengemzaesthetics.com/,no,partner,1,6,yes,no,267.7973272674333
UJXSPS38,Elysian Plastic Surgery,78759,"Austin, TX 78759, USA",30.401356,-97.752533,nickydellinger@gmail.com,nickydellinger@gmail.com,5122291978,5122291978,11623 Angus Rd,Austin,TX,78759,US,11623 Angus Rd Ste,Ste C15,Austin,TX,US,78759,https://www.elysianplasticsurgery.com/,no,partner,1,6,no,no,268.6347955933218
CT93RJML,Beyond Healthy MD,78746,"Rollingwood, TX 78746, USA",30.296221,-97.829941,gianna@beyondhealthymd.com,gianna@beyondhealthymd.com,5128861490,5128861490,2808 Bee Cave,Austin,TX,78746,US,2808 Bee Cave, Suite D,Austin,TX,US,78746,,no,no_tier,0,99,no,no,271.038861573956
426K4752,Oak Hill Eye Care,78749,"Austin, TX 78749, USA",30.217545,-97.855835,ohecdrjt@gmail.com,ohecdrjt@gmail.com,+15122880444,+15122880444,6000 W William Cannon Dr,Austin,TX,78749,US,6000 W William Cannon Dr,Ste 100A,Austin,TX,US,78749,https://oakhilleyecare.com/,no,partner,1,6,no,no,275.4222644214327
BV9V2AL4,Austin Plastic and Reconstructive Surgery,78705,"Austin, TX 78705, USA",30.296171,-97.738953,haley.bunting@gmail.com,Haley.Bunting@gmail.com,8882638503,8882638503,2905 San Gabriel St,Austin,TX,78705,US,2905 San Gabriel St,Suite 100,Austin,TX,US,78705,,no,partner,1,7,no,no,277.4058609617767
QUZVIOMB,Skin Elite Group LLC,76021,"Bedford, TX 76021, USA",32.847729,-97.130554,ianherrod@gmail.com,customerservices@skinelite.com,8884004472,8884004472,1264 Harwood Road,Bedford,TX,76021,US,1264 Harwood Road,,Bedford,TX,US,76021,www.skinelite.com,no,no_tier,0,99,no,no,277.90306231077403
