store_name,address,city,state,zip_code,phone_number,email,website
Derm Institute of Chicago,"737 N MICHIGAN AVE, STE 720",CHICAGO,IL,60611-6661,(312) 319-1978,,
Solve Clinics,61 W ERIE ST,CHICAGO,IL,60654-3775,(708) 575-9880,kelly@solveclinics.com,
Optimal Wellness and Beauty,1023 W FULTON MARKET,CHICAGO,IL,60607-1222,(312) 622-5500,optimalwellnessltd@gmail.com,
Behold Aesthetics and Wellness Center,"401 S BANKER ST, STE C",EFFINGHAM,IL,62401-2681,(618) 619-8846,adrian@beholdu.com,
Pure 111 Medical Aesthetics,"1405 N Green Mountain Rd., Suite 511",O'Fallon,IL,62269,(618) 208-1111,,
Hannah Reed,229 S MAIN ST,HILLSBORO,IL,62049-1130,(217) 741-3946,lmbaesthetics3@gmail.com,
All For YOU MedSpa,5680 TELEGRAPH RD,SAINT LOUIS,MO,63129-4243,(314) 293-7546,kera@allforyoumedspa.com,
The Boulevard Hair Co,4579 Chestnut Park Plaza,Saint Louis,MO,63139,(314) 733-5488,management@salonblvd.com,
Look Lab Clayton,"7805 CLAYTON RD, STE 206",SAINT LOUIS,MO,63117-1324,(314) 378-5422,Accounting@looklab.com,
The Method Aesthetics & Wellness,"20 ALLEN AVE, STE 130",SAINT LOUIS,MO,63119-2351,(314) 866-5801,shannon@themethodstl.com,
"SkinRN, LLC",2021 WESTERN AVE,MATTOON,IL,61938-2854,(217) 273-0111,Skinrn21@gmail.com,
Precision Skin Care Aesthetics,"10287 CLAYTON RD, STE 360",SAINT LOUIS,MO,63124-1181,(314) 350-8207,p.kandula@pcsderm.com,
Aestheticare Medspa STL,"10401 CLAYTON RD, STE 100",FRONTENAC,MO,63131-2909,(314) 863-5556,enrico@cppclinics.com,
The Derm Bar STL,"MY SALON SUITES, 10401 OLIVE BLVD",CREVE COEUR,MO,63141-7894,(314) 222-0535,thedermbarstl@gmail.com,
Mercy Plastic Surgery - St Louis,"701 S NEW BALLAS RD, STE 310",CREVE COEUR,MO,63141,(314) 251-8750,sharone.williams@mercy.net,
Aaron Cregger DDS LLC,"1000 DES PERES RD, STE 130",SAINT LOUIS,MO,63131-2050,(314) 567-7737,creggeresthetics@gmail.com,
Parkcrest Plastic Surgery,"845 N NEW BALLAS CT, STE 300",SAINT LOUIS,MO,63141-7162,(314) 569-0130,emilya@parkcrestplasticsurgery.com,
Ophthalmic Plastic & Cosmetic Surgery INC,"12990 MANCHESTER RD, STE 102",DES PERES,MO,63131-1860,(314) 567-3567,parks-e@outlook.com,
St. Louis Skin Solutions,"13100 MANCHESTER RD, STE 250",SAINT LOUIS,MO,63131-1729,(314) 394-3915,lora@stlouisskin.com,
Revitalife Wellness Medical & Spa,"13354 MANCHESTER RD, STE 100",DES PERES,MO,63131-1738,(314) 451-7022,tjones@revitalifewellness.com,
Laser Me,2208 Mason Ln,BALLWIN,MO,63021,(636) 391-0015,rachels@lasermestl.com,
Washington University in St. Louis,"969 N. Mason Road, Suite 200",SAINT LOUIS,MO,63141-6338,(314) 273-3376,lperlow@wustl.edu,
Wellbrook Aesthetics,"2801 N 6TH ST, STE F",VINCENNES,IN,47591-3660,(812) 790-3579,drtomandjess@gmail.com,
Young Body Contouring,1074 TOWN AND COUNTRY CROSSING DR,CHESTERFIELD,MO,63017-0610,(636) 485-3302,,
Gilded Leaf Med Spa,1538 WOODLAKE DR,CHESTERFIELD,MO,63017-5712,(314) 313-3209,info@gildedleafspa.com,
Subtle Symmetry LLC,908 IL-109,Jerseyville,IL,62052,(618) 946-3819,olnairn21@gmail.com,
SKN SOLUTIONS,708 W CARPENTER ST,JERSEYVILLE,IL,62052-2018,(618) 303-5114,amsknsolutions@gmail.com,
Venus Aesthetics LLC - V/O Med spa –Chesterfield,"15872 FOUNTAIN PLAZA DR, STE 1-2",CHESTERFIELD,MO,63017-7469,(314) 254-4846,viji.vanukuru@viomedspa.com,
Synergi MedSpa,"17000 BAXTER RD, STE 100",CHESTERFIELD,MO,63005-1444,(636) 530-6100,msomers@synergimedspa.com,
Synergi MedSpa,"17000 BAXTER RD, STE 100",CHESTERFIELD,MO,63005-1444,(636) 530-6100,javier@ylift.com,
Infuzed,"17269 WILD HORSE CREEK RD, STE 210",CHESTERFIELD,MO,63005-1362,(636) 778-0200,,
Dellay Aging,"300 W 4TH ST, STE C",EUREKA,MO,63025-1839,(636) 579-4800,dellayaging@gmail.com,
Skin By Lisa LLC,131 CHESTERFIELD TOWNE CTR,CHESTERFIELD,MO,63005-1230,(314) 346-7169,lisabommarito@yahoo.com,
Skin Ritual Med LLC,131 Chesterfield Towne Centre,Chesterfield,MO,63005,(314) 330-2548,janinem29@msn.com,
Midwest Facial Plastic Surgery,1401 PROFESSIONAL BLVD,EVANSVILLE,IN,47714-8014,(812) 469-3434,javier@ylift.com,
Renu MedSpa,"5055 HIGHWAY N, STE 102",COTTLEVILLE,MO,63304-8031,(636) 244-0247,renumedspa@gmail.com,
"Just GLO, LLC","5359 HIGHWAY N, STE 102",COTTLEVILLE,MO,63304-7794,(314) 308-7478,art@justglonetwork.com,
Cady Wellness Institute,"4727 ROSEBUD LN, STE F",NEWBURGH,IN,47630-9367,(812) 429-0772,,
Flawless,2229 MARY SHERMAN DR,SULLIVAN,IN,47882-7633,(812) 564-0118,Kathy.pirtle95@gmail.com,
Estetica Medspa,"2315 TECHNOLOGY DR, STE 129",O FALLON,MO,63368-7371,(636) 265-0377,tara@eamedspa.com,
"Absolut Aesthetics & Wellness Medspa, Inc",1200 CENTRE WEST DR,SPRINGFIELD,IL,62704-2173,(217) 679-3598,,
Simply Bella Aesthetics,"21 MEADOWS CIRCLE DR, STE 324",LAKE SAINT LOUIS,MO,63367-4110,(636) 448-4733,simplybellano@gmail.com,
Glow Med Spa and Wellness,2747 W PARK DR,PADUCAH,KY,42001-9058,(870) 613-7304,bfffaces@gmail.com,
Frazine Body Sculpting,"2021 Broadway Street, Suite 105",PADUCAH,KY,42001,(270) 557-7809,info@frazinewellness.com,
"B'Well Aesthetics, LLC",4742 HANSEN RD,PADUCAH,KY,42001-8646,(270) 519-2330,,
Forefront Dermatology - Wentzville,1800 WENTZVILLE PKWY,WENTZVILLE,MO,63385-3817,(636) 200-9220,,
The Sculpted Face,223 Creekside Office Drive,Wentzville,MO,63385,(636) 357-8161,,
Biltmore Dermatology,76 W SPRINGHILL DR,TERRE HAUTE,IN,47802-8767,(812) 994-1404,rpatterson@biltmorederm.com,
Magnolia Rose Aesthetics,131 S 4TH ST,TERRE HAUTE,IN,47807-3503,(812) 877-9500,adam@agfinancialservices.net,
Ocelli Aesthetics,1119 WABASH AVE,TERRE HAUTE,IN,47807-3211,(217) 264-8246,Ashtinstuckey@gmail.com,
Lux Med Spa,19 ELLIS AVE,TROY,MO,63379-1151,(314) 280-4888,glo.with.jamie@gmail.com,
Elegant Beauty Medical Spa,1804 WOODFIELD DR,SAVOY,IL,61874-9505,(217) 607-1524,javier@ylift.com,
Christie Clinic,210 S MARKET ST,CHAMPAIGN,IL,61820-4906,(217) 366-7111,acctspay@christieclinic.com,
VitalSkin Dermatology - Urbana,"1111 W KENYON RD, STE B",URBANA,IL,61801-1006,(217) 216-8991,ap@vitalskinderm.com,
Revitalize Wellness and Aesthetics,15435 PIKE 139,BOWLING GREEN,MO,63334-2932,(573) 470-0232,revitalizewellness22@gmail.com,
ReFresh Aesthetics,"1710 HIGHWAY 121 BYP N, STE C",MURRAY,KY,42071-8912,(270) 632-2524,Mariajennings206@gmail.com,
Rooted Integrative Health + Aesthetics,"2310 E OAKLAND AVE, STE 4",BLOOMINGTON,IL,61701-5865,(309) 585-2100,,
Vanished Aesthetics & Contouring,1205 N WALNUT ST,BLOOMINGTON,IN,47404-3565,(812) 320-2284,manager@vanishedaesthetics.com,
Skin Aesthetics,2801 N Walnut St,Bloomington,IN,47404,(812) 327-1167,skin-aesthetics@pm.me,
CAS Medispa,2815 N WALNUT ST,BLOOMINGTON,IN,7404-2077,(812) 822-0988,,
IU Health Medical Group - South,2605 E CREEKS EDGE DR,BLOOMINGTON,IN,47401-8368,(812) 333-2663,,
Enhance The Aesthetic & Wellness Co,310 Cool Water Ct,HOPKINSVILLE,KY,42240-1370,(270) 484-0872,enhancetheco@gmail.com,
ENVE Med Spa,1113 HAUCK DR,ROLLA,MO,65401-2565,(573) 201-4665,enve.beauty@outlook.com,
Confidence Studio,1206 INDEPENDENCE CT,WASHINGTON,IL,61571-9244,(309) 231-0301,confidence.studio1@gmail.com,
Senara Health and MedSpa,2208 W WILLOW KNOLLS DR,PEORIA,IL,61614-1467,(309) 693-9600,pennyk@experiencesenara.com,
Rashid Plastic Surgery,804 W TRAILCREEK DR,PEORIA,IL,61614-1862,(309) 670-0700,eobrien@rashidps.com,
"Midwest Integrative Health, LLC",222 S RANDOLPH ST,MACOMB,IL,61455-2210,(309) 837-0342,jess.familynp@gmail.com,
CaloSpa - Floyds Knobs,408 LAFOLLETTE STA N,FLOYDS KNOBS,IN,47119-9780,(812) 920-4880,ap@cppclinics.com,
Vigor Health and Beauty,"2020 S STATE ROAD 135, STE 110",GREENWOOD,IN,46143-6588,(317) 410-8503,vigorhealthandbeauty@gmail.com,
RevIVe Wellness Studio,"209 E 2ND ST, STE B",SEYMOUR,IN,47274-1631,(812) 569-9822,,
Embolden MedSpa,"40 W COURT ST, STE B",FRANKLIN,IN,46131-2373,(317) 344-9835,nbrown@emboldenmedspa.com,
Starsiak Osteopathic Clinic,"3955 EAGLE CREEK PKWY, STE A",INDIANAPOLIS,IN,46254-4692,(317) 410-9919,info@drstarsiak.com,
Allure Aesthetic & Wellness,138 East Spring Street,NEW ALBANY,IN,47150-9425,(812) 590-2858,christy@allure-aw.com,
Total Life and Wellness Aesthetics,124 ERNEST KOUMA BLVD,RADCLIFF,KY,40160-8764,(270) 982-3322,info@totalwellnessaesthetics.com,
Pure Image Laser and Spa,"8350 S EMERSON AVE, STE 120",INDIANAPOLIS,IN,46237-8744,(317) 820-5288,mechelle@pureimagelaserandspa.com,
The Results Lounge,"2529 SCHUYLER AVE, STE 500",LAFAYETTE,IN,47905-3980,(765) 701-0249,info@theresultslounge.com,
RENEW by Optimum Rejuvenation,"2020 SCOTTSVILLE RD, STE 101",BOWLING GREEN,KY,42104-4225,(270) 282-1907,Taylor@renewbyor.com,
Dr Emily Hrisomalos Facial Plastic Surgery,"1615 W OAK ST, STE 107",ZIONSVILLE,IN,46077,(317) 973-4550,dr@dremilyhrisomalos.com,
Elevate Functional Medicine,"9640 COMMERCE DR, STE 413",CARMEL,IN,46032-7638,(317) 669-9007,kelly@elevatefunctionalmed.com,
LiveLight Clinic/Body Bar MD,"9650 COMMERCE DR, STE 511",CARMEL,IN,46032-7639,(317) 344-0930,lmchale@livelightclinic.com,
Booth Dermatology,12050 N MICHIGAN RD,ZIONSVILLE,IN,46077-8782,(317) 848-2427,contact@boothdermatology.com,
Vibrant Vitalite Health and Wellness,1106 Juliana Court,ELIZABETHTOWN,KY,42701-4430,(270) 900-4988,vibrantvitalite@gmail.com,
SPS Holdco LLC DBA Shock Plastic Surgery,"3220 BLUFF CREEK DR, STE 107",COLUMBIA,MO,65201-3664,(573) 224-8200,lilly@shockplasticsurgery.com,
Excell Rejuvenation,"1329 W 96TH ST, STE 100",INDIANAPOLIS,IN,46260-1100,(317) 660-0888,jmcclure@excellforlife.com,
Central Missouri Dermatology,401 N KEENE ST,COLUMBIA,MO,65201-6625,(573) 876-1615,cindy@centralmodermatologygroup.com,
"Hue Aesthetics, LLC",3308 FRANKFORT AVE,LOUISVILLE,KY,40206-2701,(502) 709-5726,pabrooke@huemedspa.com,
XO Aesthetic Refinery,3744 FRANKFORT AVE,LOUISVILLE,KY,40207-2557,(323) 929-5874,xoaestheticrefinery@gmail.com,
Arttox Aesthetic LLC DBA Kharites Aesthetics,4516 OUTER LOOP,LOUISVILLE,KY,40219-3857,(502) 709-7774,Kharitesaesthetics@gmail.com,
Terra Medspa,"218 VILLAGE SQ, STE 100",PLEASANT VIEW,TN,37146-7175,(615) 945-8768,,
My Plastic Surgery Group,"11450 N MERIDIAN ST, STE 225",CARMEL,IN,46032-4689,(317) 848-5518,lgreaves@myplasticsurgerygroup.com,
Revitalife MD,4050 SHELBYVILLE RD,LOUISVILLE,KY,40207-3107,(502) 272-4801,accounting@medvelle.com,
Peter F Kunz,"11725 Illinois St, Suite 270",Carmel,IN,46032,(317) 688-5900,helen@miasonline.com,
MK Dermatology,"12174 N MERIDIAN ST, STE 210",CARMEL,IN,46032-4578,(317) 620-0024,Drkingsley@mkderm.com,
"Women First of Louisville, PLLC","3900 KRESGE WAY, STE 30",LOUISVILLE,KY,40207-4680,(502) 891-8700,lcunningham@wfoflou.com,
CaloSpa - Louisville,2341 LIME KILN LN,LOUISVILLE,KY,40222-3460,(502) 785-0927,ap@cppclinics.com,
"Michele A. Finley, MD Cosmetic Medicine","12337 HANCOCK ST, STE 22",CARMEL,IN,46032-5885,(317) 571-9966,mafmdpc@gmail.com,
"Defy of Indiana, LLC","715 W CARMEL DR, STE 101",CARMEL,IN,46032-5881,(317) 742-6127,leanne@defyofin.com,
CHEGAR FACIAL PLASTIC SURGERY PC,"735 W CARMEL DR, STE 100",CARMEL,IN,46032-5802,(317) 818-5438,crista@chegarmd.com,
Moov Health & Wellness - Carmel,"12955 OLD MERIDIAN ST, STE 105",CARMEL,IN,46032-7106,(317) 760-0122,accountspayable@vituity.com,
"Be Well Family Care, LLC",12430 CLARK ST,CARMEL,IN,46032-7645,(317) 938-4559,info@bewellfamilycare.com,
Indie Lux Atelier,1020 W MAIN ST,CARMEL,IN,46032-2459,(765) 480-5781,josh@indieluxaesthetics.com,
Summers Aesthetics,"701 EXECUTIVE PARK, FL 2",LOUISVILLE,KY,40207,(502) 305-5056,ashley@summersaesthetics.com,
Scout Aesthetics,"1321 HERR LN, STE 187",LOUISVILLE,KY,40222-4383,(270) 519-0847,admin@scoutaesthetics.com,
Mizuguchi Plastic Surgery,7501 NEW LA GRANGE RD,LOUISVILLE,KY,40222-4815,(502) 353-1002,audreym@nanamd.com,
Injecting Indy,"277 E CARMEL DR, STE A",CARMEL,IN,46032-2610,(317) 648-9028,injecting.indy@gmail.com,
Wise Aesthetics,"2325 POINTE PKWY, STE 110",CARMEL,IN,46032-3299,(317) 569-6448,ap@wise-aesthetics.com,
Youthful Expressions,"7725 upton oxmoor lane, 202",LOUISVILLE,KY,40222,,kimberly@helloyouthful.com,
Renova Aesthetics,"145 ELM ST, STE 170",CARMEL,IN,46032,(317) 564-8305,torij@renovaaesthetics.com,
Refined Aesthetics,151 W WALNUT ST,NORTH VERNON,IN,47265-1730,(812) 767-8895,meaganlucas5@hotmail.com,
Vio Med Spa,2454 E 146TH ST,CARMEL,IN,46033-7712,(317) 953-6550,noreply@medvelle.com,
NoCo Spa and Aesthetics,"10706 MEETING ST, STE 101",PROSPECT,KY,40059-7540,(502) 709-5716,nocoaestheticslou@gmail.com,
CC Lou Aesthetics & Wellness,"800 STONE CREEK PKWY, STE 2",LOUISVILLE,KY,40223-5366,(502) 466-2568,crystal@cclouaesthetics.com,
Avanti Skin Center of Louisville,"10517 FISCHER PARK DR, STE A",LOUISVILLE,KY,40241-4185,(502) 244-2828,amber@drhmedspas.com,
Face Forward Aesthetics - Fishers,"11530 ALLISONVILLE RD, STE 155",FISHERS,IN,46038-1862,(317) 739-4243,info@ffaesthetics.com,
LouWellSpa,"11400 MAIN ST, STE 102",LOUISVILLE,KY,40243-1314,(502) 572-7572,info@louwellspa.com,
CC Skin & Soul,11418 MAIN ST,LOUISVILLE,KY,40243-1314,(502) 753-9050,christinamariearnold22@gmail.com,
The Aesthetic Collective,1411 EVERGREEN RD,ANCHORAGE,KY,40223-1417,(502) 233-7337,daisy@theaestheticcollective.com,
K2 Glow Aesthetics and Beauty Bar,,,,,(314) 324-5583,klebrek2glow@gmail.com,
Blue Halo Medspa,12400 SHELBYVILLE RD,LOUISVILLE,KY,40243-1419,(502) 557-0529,rhonda@bluehalomedspa.com,
"Aesthera Bloom, LLC","12689 SHELBYVILLE RD, UNIT 30",LOUISVILLE,KY,40243-1532,(502) 305-8681,aestherabloom@gmail.com,
"Derma Dickson A Medspa, LLC",118 N MAIN ST,DICKSON,TN,37055-1837,(615) 375-1293,heather.dermadickson@gmail.com,
Beauty Through Science,"2011 LAKE POINT WAY, STE 202",LOUISVILLE,KY,40223-4229,(502) 245-0777,beauty.through.science20@gmail.com,
Mays Plastic Surgery,"13806 LAKE POINT CIR, STE 101",LOUISVILLE,KY,40223-4223,(502) 576-6918,drchet@maysplasticsurgery.com,
Digenis Plastic Surgery,2950 Terra Crossing Boulevard,Louisville,KY,40245,(502) 589-5544,confidence@digenis.com,
Joseph C. Banis Jr MD PSC,2507 BUSH RIDGE DR,LOUISVILLE,KY,40245-5885,(502) 589-8000,rziegenfuss@aesthetics.com,
Marie Tyler Aesthetics,"12526 Promise Creek Ln, STE 306",Fishers,IN,46038,(574) 870-0241,marietyleraesthetics@gmail.com,
Yoo Direct Health,9535 E 151ST ST,NOBLESVILLE,IN,46060-0050,(317) 523-9160,yoodirecthealth@gmail.com,
Bartow Plastic Surgery,1603 2ND ST,NEW ORLEANS,LA,70130-5923,(504) 895-7200,jean@bartowplasticsurgery.com,
Thibodaux Regional Plastic Surgery Clinic,602 N ACADIA RD,THIBODAUX,LA,70301-4823,(985) 447-5500,rhonda.andras@thibodaux.com,
The Skin Bar New Orleans,505 METAIRIE RD,METAIRIE,LA,70005,(504) 345-2333,,
Get Gleauxing Aesthetics,73 RIVER PARK DR,HAHNVILLE,LA,70057-2440,(504) 939-8945,meshellnt@gmail.com,
Metamorphose,"12481 HOMEPORT DR, STE 105",MAUREPAS,LA,70449-3051,(225) 933-7464,metamorphosemedspa@aol.com,
Northshore Plastic Surgery LLC,3401 E CAUSEWAY APPROACH,MANDEVILLE,LA,70448-3447,(985) 241-7276,taylor@drboudreaux.com,
Atlas Dermatology,14151 Highway 73,Prairieville,LA,70769,(225) 313-4560,hannah@atlasdermatology.com,
Ideal Body LLC,16158 AIRLINE HWY,PRAIRIEVILLE,LA,70769-4212,(225) 636-2603,sblanchard@louisianaaesthetics.com,
Soine Dermatology & Aesthetics,42421 PELICAN PROFESSIONAL PARK,HAMMOND,LA,70403-2405,(985) 400-5551,ofcmgr@soinederm.com,
Our Lady of the Lake Facial Plastics,10222 JEFFERSON HWY,BATON ROUGE,LA,70809-2727,(225) 765-1982,megan.mayhew@fmolhs.org,
Kelly's Laser Aesthetics,"4750 BLUEBONNET BLVD, STE 2A",BATON ROUGE,LA,70809-9634,(225) 936-3789,lasermekel@gmail.com,
The Dermatology Clinic,5326 ODONOVAN DR,BATON ROUGE,LA,70808-4691,(225) 769-7546,bcamp@thedermatologyclinic.com,
The Face Place LLC,"2031 PERKINS RD, STE C",BATON ROUGE,LA,70808-1486,(225) 256-2822,laura@thefaceplace225.com,
Coast Aesthetics,"2780 BIENVILLE BLVD, Suite CA",OCEAN SPRINGS,MS,39564-4369,(228) 200-6869,coastaesthetics@yahoo.com,
Dr. Kenneth Odinet,"200 BEAULLIEU DR, STE 6",LAFAYETTE,LA,70508-7230,(337) 234-6050,michelle@kenodinet.com,
Riverside Aesthetics and Wellness,"1223 CAMELLIA BLVD, STE 100",LAFAYETTE,LA,70508-7220,8 (329) 098-3589,jessica@riversideaestheticsla.com,
McGee Plastic Surgery,"605 SILVERSTONE RD, STE 106A",LAFAYETTE,LA,70508-6899,(337) 514-7268,info@mcgeeplasticsurgery.com,
Dr. Dupon Cosmetics,"233 DOUCET RD, STE A6",LAFAYETTE,LA,70503-3403,(337) 296-3273,drduponcosmetics@gmail.com,
Sandy Key Medical,"12385 SORRENTO RD, STE B3",PENSACOLA,FL,32507-8656,(850) 602-0828,Ksoverly21@gmail.com,
Premier Dental Center,6105 N DAVIS HWY,PENSACOLA,FL,32504-6949,(850) 477-1010,shelley@biodental.life,
"Skin Parlour, LLC","5016 GRANDE DR, STE 102",PENSACOLA,FL,32504-8991,(850) 613-1264,,
The Sculptry,"3093 Contraband Pkwy, Suite 125",LAKE CHARLES,LA,70601,(337) 499-8098,hannahgrogan@thesculptry.com,
Katherine Bryan,6815 CAROLINE ST,MILTON,FL,32570-2205,(850) 889-8982,kate@82magnolia.com,
BELFIORE WELLNESS CENTER,502 E. Hickory Avenue,Crestview,FL,32536,(850) 683-1100,belfiorewellnesscenter@gmail.com,
Elite Wellness,2700 TOCCOA ST,BEAUMONT,TX,77703-4928,(917) 860-7986,elitewellnessotx@gmail.com,
All Care Walk In Clinic,1424 US HIGHWAY 331 S,DEFUNIAK SPRINGS,FL,32435-3401,(850) 920-1700,brandi.jeter@defuniakallcare.com,
Aesthetic Nurse Emilie,158 W HOUSTON ST,JASPER,TX,75951-4010,(866) 625-0137,support@masterinjectorsinc.com,
Lilly Aesthetics and Wellness,119 S MAIN ST,BONIFAY,FL,32425-2635,(850) 547-7463,Meg@lillymedspa.com,
Solace Medspa,"7520 FM 3180 RD, STE 500",BAYTOWN,TX,77523-5007,(832) 808-7095,info@solacemedspa.com,
University of Texas Medical Branch- Victory Lakes,2660 GULF FWY S,LEAGUE CITY,TX,77573-6820,,utmb.payables@utmb.edu,
CLS Health PLLC,"600 N KOBAYASHI, STE A",WEBSTER,TX,77598-4840,(281) 816-3091,drben@cls.health,
Lift Plastic Surgery,"410 GENESIS BLVD, STE A",WEBSTER,TX,77598-1660,(832) 793-6954,contact@liftplastics.com,
Bay Area Aesthetics,"711 W BAY AREA BLVD, STE 275",WEBSTER,TX,77598-4051,(281) 229-5223,javier@ylift.com,
New Moon Aesthetics,"1414 S FRIENDSWOOD DR, STE 120A",FRIENDSWOOD,TX,77546-2249,(409) 370-4671,suzvet77@hotmail.com,
Centurion Injects & IV Drips,"13551 WILL CLAYTON PKWY, STE 7",HUMBLE,TX,77346-3778,(832) 543-3214,amaldcenturion@gmail.com,
Azarella Med Spa,"3129 KINGSLEY DR, STE 530",PEARLAND,TX,77584-8508,(346) 253-8845,info@azarellamedspa.com,
Portrait Spa - The Natural Aesthetic & Wellness,"1818 WASHINGTON AVE, STE 1",HOUSTON,TX,77007-6489,(337) 344-8792,accounting@portraitspa.com,
Premiere Surgical Arts,"1624 AIRLINE DR, STE 200",HOUSTON,TX,77009-3608,(832) 930-7660,calvinjungmd@gmail.com,
SkinSpirit - Houston,"2401 Times Blvd., Ste. 110",Houston,TX,77005,(346) 398-6100,accountspayable@skinspirit.com,
DermAdi Skin,"2610 PERSA ST, STE 3",HOUSTON,TX,77098-1439,(202) 492-8519,adizevulun5@gmail.com,
MD Health and Wellness,"5225 KATY FWY, Ste 370",HOUSTON,TX,77007-2200,(832) 272-0401,mdhealthllc@outlook.com,
V/O Med Spa - West U,3849 BELLAIRE BLVD,HOUSTON,TX,77025,(646) 612-7575,noreply@medvelle.com,
Aphrodite Aesthetic -The Antiage Institute,"3120 SOUTHWEST FWY, STE 400",HOUSTON,TX,77098-4510,(832) 900-2576,info@antiageinstitute.com,
Orange Twist - Houston - Plaza on the Park,5160 BUFFALO SPEEDWAY,HOUSTON,TX,77005-4202,(346) 552-8310,accounting@orangetwist.com,
Ciaravino Total Beauty,"3700 BUFFALO SPEEDWAY, STE 850",HOUSTON,TX,77098-3705,(713) 627-1200,administrator@thebodydoc.com,
Naked MD - Houston,"3100 TIMMONS LN, STE 420",HOUSTON,TX,77027-6025,(657) 304-8913,accountspayable@nakedmd.com,
"Hamilton Aesthetics, PLLC","3720 WESTHEIMER RD, STE 101",HOUSTON,TX,77027-5222,(713) 770-6257,klhamilton@drkristyhamilton.com,
CLS Health,"4615 SOUTHWEST FWY, FL 10",HOUSTON,TX,77027-7108,(832) 364-4864,acct@cls.health,
Aesthetic Atelier,"1717 W 34TH ST, STE 1600",HOUSTON,TX,77018-6256,(346) 704-0602,Contact@aestheicatelier.com,
The Pearl Dermatology,"550 POST OAK BLVD, STE 550",HOUSTON,TX,77027-9497,(713) 497-1417,vanessa@pearldermatology.com,
River Oaks Spa Galleria,"2111 WEST LOOP S, STE 370",HOUSTON,TX,77027-3647,(832) 466-9714,info@rogmedspa.com,
Vitalyc Medspa Houston Post Oak,"1800 POST OAK BLVD, STE 6130",HOUSTON,TX,77056-3962,(623) 258-9911,accounts.payable@theaestheticsyndicate.com,
True Skin Aesthetics,"6699 Chimney Rock Road, Suite 201",Houston,TX,77081,(832) 615-0513,trueskinaestheticshtx@gmail.com,
"Raghu Athre, MD PA","2121 SAGE RD, STE 245",HOUSTON,TX,77056-4336,(281) 214-9674,info@athre.com,
Derma Theory,"3033 CHIMNEY ROCK RD, STE 105",HOUSTON,TX,77056-6239,(713) 887-5988,ileas@ylift.com,
Face Surgical and Wellness Centers,"5757 WOODWAY DR, STE 190",HOUSTON,TX,77057-1526,(713) 257-9311,accounting@originsplasticsurgery.com,
Tranquility Spa Skincare,"5757 WOODWAY DR, STE 255",HOUSTON,TX,77057-1524,(281) 787-6012,TranquilitySpaSkin@gmail.com,
CI Skincare LLC,"8278 BELLAIRE BLVD, STE B",HOUSTON,TX,77036-4091,(713) 272-8858,accounts@ci-skincare.com,
The Facial Refinery,29800 E HAWTHORNE DR,SPRING,TX,77386,(281) 297-8978,rachel@thefacialrefinery.com,
My Houston Surgeons - myEvergreen Spring Valley,"9230 KATY FWY, STE 100",HOUSTON,TX,77055-7467,(346) 248-4974,trista@myevergreenmedspa.com,
OnPoint Care,"9333 KATY FWY, STE C",HOUSTON,TX,77024-1541,(832) 421-6013,onpointcare.health@gmail.com,
Lily Lane Aesthetics,"9406 Gaylord Dr, Suite 200",Houston,TX,77024,(713) 487-9667,sarah@lilylaneaesthetics.com,
Orange Twist - Sugar Land,18851 UNIVERSITY BLVD,SUGAR LAND,TX,77479-6817,(832) 821-8706,accounting@orangetwist.com,
Onalaska Wellness & Aesthetics,14290 US HIGHWAY 190 W,ONALASKA,TX,77360-7992,(936) 649-1200,Perezpalomap@gmail.com,
"David Altamira, MD","929 GESSNER RD, STE 2430",HOUSTON,TX,77024-2589,(713) 271-9000,Sissy@draltamira.com,
Face IQ Aesthetics,"929 GESSNER RD, STE 2200",HOUSTON,TX,77024-2583,(832) 800-3783,info@faceiqaesthetics.com,
Art of Wellness MedSpa,"28533 SPRINGS TRAIL RIDGE, STE 110",SPRING,TX,77386,(832) 791-1990,info@artofwellnessmedspa.com,
Heights Plastic Surgery,2813 WTC JESTER BLVD,HOUSTON,TX,77018-7004,(346) 552-8050,ashley@heights-plasticsurgery.com,
TCTRUESPA PLLC DBA VIO Med Spa Town & Country,700 Town & Country Blvd Suite 2630,Houston,TX,77024,(713) 955-0566,,
FACE/FIT,"1400 W SAM HOUSTON PKWY N, STE 100",HOUSTON,TX,77043-3129,(346) 672-2401,,
V/O Med Spa - Sugar Land,"15850 SOUTHWEST FWY, STE G250",SUGAR LAND,TX,77478-4756,(646) 612-7575,noreply@medvelle.com,
Rophe Aesthetics,"116 ELDRIDGE RD, STE B",Sugarland,TX,77478-4759,1128150519,,
Aesthetic House,"8850 SIX PINES DR, STE 120",THE WOODLANDS,TX,77380-2688,(281) 971-1000,john@bookaesthetichouse.com,
It's A Secret Medspa - The Woodlands,"1900 LAKE WOODLANDS DR, STE 500",THE WOODLANDS,TX,77380-4047,(832) 406-4735,purchasing@secretmedspa.com,
My Houston Surgeons - myEvergreen Shenandoah,"18354 I-45, Suite 100",Shenandoah,TX,77384,(346) 375-7888,trista@myevergreenmedspa.com,
My Houston Surgeons,"18354 I-45 South, STE 300",Shenandoah,TX,77384,(713) 489-5979,,
Avante Plastic Surgery,1112 SOLDIERS FIELD DR,SUGAR LAND,TX,77479-4001,(281) 265-2639,manager@avanteplasticsurgery.com,
