name,address_line_1,address_line_2,city,state,zip,location,customer_class,loyalty,grade,national_account,national_account_id,phone,website,latitude,longitude
Massage Envy - North Attleboro - 35-1268,1250 S. Washington Street,,North Attleboro,MA,02760,"1250 S. Washington Street, North Attleboro, Ma 02760",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,41.939425,-71.347822
Massage Envy - North Reading - 36-1294,271 Main Street,,North Reading,MA,01864,"271 Main Street, North Reading, MA 01864",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,42.592978,-71.117752
Maggie Rose Esthetics & Massage,340 Washington St,3,Norwell,MA,02061,"340 Washington St, Norwell, MA 02061",WHOLESALE,NONE,E,,,(781) 974-6700,Https://www.maggieroseestheticsandmassage.com,42.161464,-70.863073
Massage Envy - Norwell - 36-0437,10 Washington Street,,Norwell,MA,02061,"10 Washington Street, Norwell, Ma 02061",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,42.172182,-70.882786
Massage Envy - Dedham - 36-0438,333 Park Place,,Norwood,MA,02062,"333 Park Place, Norwood, MA 02062",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,42.19079,-71.200337
"Relax Medical Aesthetics, LLC",165 Route 6A,,Orleans,MA,02653,"165 Route 6A, Orleans, MA 02653",WHOLESALE,NONE,E,,,,,41.782541,-69.995581
Odette's Salon & Day Spa,165 Lynn St,,Peabody,MA,01960,"165 LYNN ST, Peabody, MA 01960",WHOLESALE,NONE,E,,,,,42.506191,-70.952201
Oasis Day Spa,108 Pleasant St.,,S Weymouth,MA,02190,"108 PLEASANT ST., S Weymouth, MA 02190",WHOLESALE,PLATINUM,A,,,,,42.174318,-70.951695
Massage Envy - Saugus - 36-0815,358 Broadway,,Saugus,MA,01906,"358 Broadway, Saugus, Ma 01906",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,42.484626,-70.958813
Elan Beauty Aesthetics,246 Boston Turnpike,Unit 2,Shrewsbury,MA,01545,"246 Boston Turnpike, Shrewsbury, MA 01545",WHOLESALE,NONE,U,,,(508) 615-7382,,42.274845,-71.741981
Laser Derm Medispa,6 Gordon Rd,,Shrewsbury,MA,01545,"6 Gordon Rd, Shrewsbury, MA 01545",WHOLESALE,NONE,U,,,(508) 752-7113,https://laserdermmedispa.com/,42.275187,-71.737202
Massage Envy - Shrewsbury - 36-1236,193 Boston Tpke,Suite 3110,Shrewsbury,MA,01545,"193 Boston Tpke, Shrewsbury, Ma 01545",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,42.276036,-71.746755
New England Dermatology Laser Center,3455 Main St,Ste 5,Springfield,MA,01107,"3455 Main St, Springfield, MA 01107",DOCTOR,NONE,E,,,(413) 733-9600,www.nedlc.com,42.124501,-72.60954
Kiara MedSpa,89 Main St,Ste 1100,Taunton,MA,02780,"89 Main St, Taunton, MA 02780",MEDICALSPA,NONE,E,,,(508) 880-0200,,41.901371,-71.090118
Aesthetics Exchange Skin Care,1215 Main St,Ste. 125,Tewksbury,MA,01876,"1215 Main St, Tewksbury, MA 01876",MEDICALSPA,SILVER,D,,,,,42.606806,-71.227406
Serenity Spa and Salon,"315 Middlesex Rd,",Ste 1,Tyngsboro,MA,01879,"315 Middlesex Rd,, Tyngsboro, MA 01879",MEDICALSPA,GOLD,C,,,,,42.683626,-71.427637
Shaun Charles Med Spa,29 Albion St,Ste 5,Wakefield,MA,01880,"29 Albion St, Wakefield, MA 01880",MEDICALSPA,NONE,U,,,,,42.503416,-71.071923
Massage Envy - West Springfield - 36-109,935 Riverdale St,Ste G100,West Springfield,MA,01089,"935 Riverdale St, West Springfield, Ma 01089",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,42.129576,-72.62346
Massage Envy - Westborough - 36-1026,18 Lyman Street,,Westborough,MA,01581,"18 Lyman Street, Westborough, Ma 01581",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,42.281506,-71.60865
Catherine Hinds Company,300 Wildwood Ave,,Woburn,MA,01801,"300 Wildwood Ave, Woburn, MA 01801",WHOLESALE,GOLD,A,,,,,42.493315,-71.136848
Bellisimo Med Spa & Laser Center,372 Chandler St,Courtland Yard,Worcester,MA,01602,"372 CHANDLER ST, Worcester, MA 01602",MEDICALSPA,NONE,U,,,,https://bellisimospa.com/,42.262603,-71.830003
Euna Aesthetics,127 Lubrano Dr,Ste 105,Annapolis,MD,21401,"127 Lubrano Dr, Annapolis, MD 21401",MEDICALSPA,NONE,U,,,(410) 266-8604,,38.986701,-76.551732
Massage Envy - Annapolis - 21-0812,2327 B Forest Dr,,Annapolis,MD,21401,"2327 B Forest Dr, Annapolis, Md 21401",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.978903,-76.545915
SkinSpirit Essential Annapolis,1915 Towne Center Blvd,Ste 110,Annapolis,MD,21401,"1915 Towne Center Blvd, Annapolis, MD 21401",MEDICALSPA,NONE,U,SkinSpirit National Account,11038393,,www.skinspirit.com,38.980803,-76.539472
Aesthetic Center at Woodholme,1838 Greene Tree Rd,Ste 370,Baltimore,MD,21208,"1838 Greene Tree Rd, Baltimore, MD 21208",DOCTOR,NONE,E,,,,,39.390765,-76.736409
Massage Envy - Rotunda At Roland Park -,"727 W. 40th Street, Suite 108",,Baltimore,MD,21211,"727 W. 40th Street, Suite 108, Baltimore, MD 21211",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,39.33507,-76.630333
Sarah Fowler,Sara Fowler,5100 Falls Rd Ste 168,Baltimore,MD,21210,"Sara Fowler, Baltimore, MD 21210",MEDICALSPA,NONE,D,,,,,39.354991,-76.645964
The Loft with Natalie Sams LLC,518 Conkling St,Ste. 2,Baltimore,MD,21224,"518 Conkling St, Baltimore, MD 21224",MEDICALSPA,SILVER,C,,,,,39.286056,-76.567541
Massage Envy - Bel Air Plaza - 21-0581,591 Baltimore Pike,,Bel Air,MD,21014,"591 Baltimore Pike, Bel Air, Md 21014",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.526261,-76.352007
Skin Solutions,564 Baltimore Pike,Suite 107,Bel Air,MD,21014,"564 Baltimore Pike, Bel Air, MD 21014",WHOLESALE,NONE,N,,,,,39.527899,-76.354652
The Glow Lab,260 Gateway Dr,Ste 5B,Bel Air,MD,21014,"260 Gateway Dr, Bel Air, MD 21014",WHOLESALE,NONE,N,,,,,39.528774,-76.362801
"Robert Weiss, M.d.",54 Scott Adam Rd,Ste 301,Cockeysville,MD,21030,"54 SCOTT ADAM RD, Cockeysville, MD 21030",DOCTOR,NONE,U,,,,,39.472275,-76.636814
Massage Envy - College Park Md - 21-0657,"10260 Baltimore Ave, STE L",,College Park,MD,20740,"10260 Baltimore Ave, STE L, College Park, MD 20740",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.0231,-76.925504
Farashe The Day Spa,5570 Sterrett Pl,Ste 105,Columbia,MD,21044,"5570 Sterrett Pl, Columbia, MD 21044",WHOLESALE,NONE,D,,,,,39.220749,-76.857833
Water and Leaf Skincare,5525 Twin Knolls Road,Suite 328,Columbia,MD,21045,"5525 Twin Knolls Road, Columbia, MD 21045",WHOLESALE,NONE,U,,,,,39.221754,-76.841937
SCaIR Japanese Head Spa & SCaIR Skin Care,2131 Defense Hwy,suite 3,Crofton,MD,21114,"2131 Defense Hwy, Crofton, MD 21114",WHOLESALE,NONE,N,,,(443) 610-1116,https://scairheadspa.glossgenius.com/,38.991302,-76.696632
Your Bestie The Esthie,1629 Crofton Ctr,Ste 11,Crofton,MD,21114,"1629 Crofton Ctr, Crofton, MD 21114",WHOLESALE,NONE,E,,,(240) 606-0663,https://www.vagaro.com/yourbestietheesthie1,38.784529,-77.014744
Soma Med Spa,33 N Centre St,,Cumberland,MD,21502,"33 N Centre St, Cumberland, MD 21502",MEDICALSPA,NONE,N,,,(301) 268-3364,,39.652403,-78.761471
Massage Envy - Columbia Md - 21-0505,"6630 Marie Curie Drive, Suite J",,Elkridge,MD,21075,"6630 Marie Curie Drive, Suite J, Elkridge, MD 21075",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,39.187816,-76.796494
Lavenburg Medical Group,103 Chesapeake Blvd C,,Elkton,MD,21921,"103 Chesapeake Blvd C, Elkton, MD 21921",DOCTOR,NONE,E,Century Vision Global,11067184,(302) 664-8060,centuryvisionglobal.com,39.605076,-75.787796
Massage Envy - Ellicott City - 21-1122,10039 Baltimore National Pike,,Ellicott City,MD,21042,"10039 Baltimore National Pike, Ellicott City, MD 21042",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,39.278228,-76.857556
Massage Envy - Frederick - 21-0577,"7820 Wormans Mill Rd, STE G",,Frederick,MD,21701,"7820 Wormans Mill Rd, STE G, Frederick, MD 21701",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,39.445652,-77.396773
Massage Envy - Crofton - 21-0896,1404 S Main Chapel Way,Suite 110,Gambrills,MD,21054,"1404 S Main Chapel Way, Gambrills, Md 21054",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.033005,-76.685531
Massage Envy - Gaithersburg - 21-0516,20950 Frederick Rd.,Suite 160,Germantown,MD,20876,"20950 Frederick Rd., Germantown, MD 20876",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,39.114564,-77.206151
Massage Envy - Glen Burnie 21-1320,7927 Ritchie Hwy,,Glen Burnie,MD,21061,"7927 Ritchie Hwy, Glen Burnie, Md 21061",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.138707,-76.598577
Adrianne Golly DDS MD Inc.,864 Jefferson Blvd.,,Hagerstown,MD,21740,"864 Jefferson Blvd., Hagerstown, MD 21740",DOCTOR,SILVER,U,,,,,39.419395,-77.434718
Ageless Skin and Laser Center LLC,222 E Oak Ridge Dr.,Ste 1700,Hagerstown,MD,21740,"222 E Oak Ridge Dr., Hagerstown, MD 21740",MEDICALSPA,SILVER,C,,,,,39.612181,-77.722898
Massage Envy - Bowie / Woodmore - 21-086,9300 Woodmore Towne Centre,Ste 501,Lanham,MD,20706,"9300 Woodmore Towne Centre, Lanham, Md 20706",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.922003,-76.845902
Massage Envy - Laurel - 21-1125,14720 Baltimore Ave,Ste 103,Laurel,MD,20707,"14720 Baltimore Ave, Laurel, Md 20707",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.093759,-76.856196
Massage Envy - Timonium,1810 York Road,Suite D-F,Lutherville-Timonium,MD,21093,"1810 York Road, Lutherville-Timonium, MD 21093",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,39.43072,-76.623311
Massage Envy - Westminster Md - 21-1249,"140 Englar Rd., Suite 21",,Maryland,MD,21157,"140 Englar Rd., Suite 21, Maryland, MD 21157",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,39.581822,-76.990498
Lillie Aesthetics X Vital Skin,9722 Belair Rd,Unit 3,Nottingham,MD,21236,"9722 Belair Rd, Nottingham, MD 21236",MEDICALSPA,NONE,N,,,,,39.417617,-76.458415
Massage Envy - White Marsh - 21-1250,5247 Campbell Blvd.,,Nottingham,MD,21236,"5247 Campbell Blvd., Nottingham, Md 21236",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.36808,-76.454388
Massage Envy - Ocean City -2 -1246,"11001 Manklin Creek Rd, Bldg D, Unit 4",,Ocean Pines,MD,21811,"11001 Manklin Creek Rd, Bldg D, Unit 4, Ocean Pines, MD 21811",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.375898,-75.163986
"Barbara Honig, MD",1777 Reisterstown Rd,108,Pikesville,MD,21208,"1777 Reisterstown Rd, Pikesville, MD 21208",DOCTOR,NONE,U,,,,,39.386368,-76.734494
Massage Envy - Rockville - 21-0673,12266 Rockville Pike STE Q,,Rockville,MD,20852,"12266 Rockville Pike STE Q, Rockville, MD 20852",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,39.057125,-77.121959
Massage Envy - Salisbury - 21-0952,2657 N Salisbury Blvd Ste 105,,Salisbury,MD,21804,"2657 N Salisbury Blvd Ste 105, Salisbury, MD 21804",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,38.414576,-75.565833
Massage Envy - Severna Park - 21-0580,145 Ritchie Hwy,,Severna Park,MD,21146,"145 Ritchie Hwy, Severna Park, MD 21146",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,39.082058,-76.551258
Massage Envy - Silver Springs - 21-1328,955 Wayne Avenue,,Silver Spring,MD,20910,"955 Wayne Avenue, Silver Spring, MD 20910",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.994773,-77.026198
Massage Envy - Urbana - 21-1325,3511 John Simmons Road,,South Frederick,MD,21704,"3511 John Simmons Road, South Frederick, MD 21704",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,39.330238,-77.353462
Massage Envy - Waldorf - 21-0806,3031 Festival Way,,Waldorf,MD,20601,"3031 Festival Way, Waldorf, Md 20601",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,38.629827,-76.912036
"Joyful Balance Holistic Healing, PLLC",555 Portland Rd,,Bridgton,ME,04009,"555 Portland Rd, Bridgton, ME 04009",DOCTOR,NONE,U,,,(207) 803-8888,https://joyfulbalance.me,44.019138,-70.685539
Midcoast Laser Plus,77 Elm St,,Camden,ME,04843,"77 Elm St, Camden, ME 04843",MEDICALSPA,NONE,D,,,,,44.206218,-69.070093
Massage Envy - South Portland - 36-0725,343 Gorham Rd,,South Portland,ME,04106,"343 Gorham Rd, South Portland, ME 04106",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,43.636781,-70.329841
Restore Hyper Wellness - South Portland (ME001),100 Gorham Rd,Ste B,South Portland,ME,04106,"100 Gorham Rd, South Portland, ME 04106",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(207) 250-4444,,43.633494,-70.32219
Dr. Jennifer Thomas -Goering,418 S Wagner Rd,,Ann Arbor,MI,48103,"418 S Wagner Rd, Ann Arbor, MI 48103",DOCTOR,NONE,B,,,,,42.283209,-83.826731
Fran Coys Salon and Day Spa,418 S Wagner Rd,,Ann Arbor,MI,48103,"418 S Wagner Rd, Ann Arbor, MI 48103",MEDICALSPA,NONE,U,,,,,42.279754,-83.800018
Massage Envy - Ann Arbor,3143 Ann Arbor-Saline Road,Suite C,Ann Arbor,MI,48103,"3143 Ann Arbor-Saline Road, Ann Arbor, MI 48103",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,42.241159,-83.768295
Kelsey Autumn Esthetics,800 Washington Ave,Ste 100,Bay City,MI,48708,"800 Washington Ave, Bay City, MI 48708",WHOLESALE,NONE,E,,,(989) 778-0739,,43.599465,-83.872586
Massage Envy - Birmingham - 04-1118,34256 Woodward Ave.,,Birmingham,MI,48009,"34256 Woodward Ave., Birmingham, Mi 48009",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,42.541212,-83.207188
"RVB Birmingham, LLC",33466 Woodward Ave.,,Birmingham,MI,48009,"33466 Woodward Ave., Birmingham, MI 48009",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.534929,-83.201878
Restore Hyper Wellness -Birmingham-MI003,643 S. Adams Rd,,Birmingham,MI,48009,"643 S. Adams Rd, Birmingham, MI 48009",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(248) 598-4975,https://www.restore.com/,42.542625,-83.204103
"2ReviveYou, PLLC",40950 Woodward Ave,Suite 303,Bloomfield Hills,MI,48304,"40950 Woodward Ave, Bloomfield Hills, MI 48304",DOCTOR,NONE,N,,,,https://2reviveyou.com/,42.589874,-83.247849
Complexion Club,9701 Village Place Blvd,Ste 9,Brighton,MI,48116,"9701 Village Place Blvd, Brighton, MI 48116",WHOLESALE,NONE,E,,,(517) 304-6800,,42.507277,-83.755889
Massage Envy - Canton - Mi - 04-1306,42791 Ford Rd,,Canton,MI,48187,"42791 Ford Rd, Canton, Mi 48187",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,42.321267,-83.462916
"RVB Canton, LLC",42015 Ford Rd.,,Canton,MI,48187,"42015 Ford Rd., Canton, MI 48187",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.322578,-83.456772
"RVB Dearborn, LLC",22223 Michigan Ave.,,Dearborn,MI,48124,"22223 Michigan Ave., Dearborn, MI 48124",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.304821,-83.248634
Massage Envy - West Bloomfield - 04-0652,30825 Orchard Lake Rd,Ste B-130,Farmington Hills,MI,48324,"30825 Orchard Lake Rd, Farmington Hills, MI 48324",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,42.524551,-83.361905
Light Rx - Grand Blanc,12755 S Saginaw St,Ste C,Grand Blanc,MI,48439,"12755 S Saginaw St, Grand Blanc, MI 48439",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.919444,-83.618582
360 Wellness Spa,4606 Plainfield Ave NE,,Grand Rapids,MI,49525,"4606 Plainfield Ave NE, Grand Rapids, MI 49525",MEDICALSPA,NONE,D,,,,,43.046884,-85.604666
Massage Envy - Grandville - 04-0910,4530 Ivanrest Ave.,,Grandville,MI,49418,"4530 Ivanrest Ave., Grandville, Mi 49418",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,42.882474,-85.742669
Skin Deep Day Spa,1212 Wildwood Ave,Ste A & B,Jackson,MI,49202,"1212 Wildwood Ave, Jackson, MI 49202",MEDICALSPA,NONE,C,,,,,42.252381,-84.429124
White Oaks Dental,4426 W Kl Ave,,Kalamazoo,MI,49006,"4426 W Kl Ave, Kalamazoo, MI 49006",MEDICALSPA,NONE,U,,,,,42.277849,-85.643848
Olivia Kindle Aesthetics,23205 Hall Rd,Suite #23,Macomb,MI,48042,"23205 Hall Rd, Macomb, Mi 48042",WHOLESALE,NONE,U,,,(586) 489-6157,https://www.oliviakindleskin.com/,42.630615,-82.872553
Poppie Skin Studio,4915 Hedgewood Drive,Suite 1,Midland,MI,48640,"4915 Hedgewood Drive, Midland, MI 48640",WHOLESALE,NONE,D,,,(989) 600-6210,poppieskinstudio.com,43.642951,-84.286479
Bellissimo Med Spa,133 W Main St,#206 Ste 625,Northville,MI,48167,"133 W Main St, Northville, MI 48167",MEDICALSPA,NONE,U,,,,,42.406319,-83.531486
Massage Envy - Northville - 04-0949,17909 Haggerty Road,,Northville,MI,48167,"17909 Haggerty Road, NORTHVILLE, MI 48167",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,42.415173,-83.433042
Regenerize Me,41620 Six Mile Rd,Ste 102,Northville,MI,48168,"41620 Six Mile Rd, Northville, MI 48168",MEDICALSPA,NONE,D,,,,,42.411747,-83.452976
Restore Hyper Wellness -Northville-MI002,39743 Traditions Dr,,Northville,MI,48167,"39743 Traditions Dr, Northville, MI 48167",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(734) 519-5789,https://www.restore.com/,42.423872,-83.436653
DEFY Aesthetic Boutique,42450 W 12 Mile Rd,Ste 205,Novi,MI,48377,"42450 W 12 Mile Rd, Novi, MI 48377",MEDICALSPA,NONE,E,,,,,42.49646,-83.46877
Light Rx - Novi,44150 Twelve Mile Rd,Ste 200,Novi,MI,48377,"44150 Twelve Mile Rd, Novi, MI 48377",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.496601,-83.483898
On Point Spa LLC,39500 Orchard Hill Pl,Ste 190,Novi,MI,48375,"39500 Orchard Hill Pl, Novi, MI 48375",MEDICALSPA,NONE,D,,,(248) 993-9222,,42.445145,-83.43675
Light Rx - Okemos,4914 Marsh Rd,,Okemos,MI,48864,"4914 Marsh Rd, Okemos, MI 48864",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.725287,-84.413723
BeautiSpot Aesthetics & Wellness Med Spa,905 West Ann Arbor Trail,,Plymouth,MI,48170,"905 West Ann Arbor Trail, Plymouth, MI 48170",MEDICALSPA,NONE,D,,,(313) 444-2925,https://thebeautispot.com/,42.36984,-83.470898
Lamese Laser And Aesthetics,245 Barclay Cir,Ste 600,Rochester Hills,MI,48307,"245 Barclay Cir, Rochester Hills, MI 48307",DOCTOR,NONE,C,,,,https://lameselaser.com/,42.643582,-83.127119
Massage Envy - Rochester Hills - 04-0461,322 N. Adams,,Rochester Hills,MI,48309,"322 N. Adams, Rochester Hills, Mi 48309",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,42.549256,-83.205523
Signature Wellness,198 S Industrial Dr,,Saline,MI,48176,"198 S Industrial Dr, Saline, MI 48176",MEDICALSPA,NONE,U,,,,,42.175135,-83.75855
Skincare by Priscilla Co,51424 Van Dyke Ave,Ste 10,Shelby Township,MI,48316,"51424 Van Dyke Ave, Shelby Township, MI 48316",MEDICALSPA,NONE,U,,,,,42.672418,-83.033327
Light Rx - Troy,3332 Rochester Rd.,,Troy,MI,48083,"3332 Rochester Rd., Troy, MI 48083",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,42.568154,-83.127261
2ReviveYou PLLC,2300 Haggerty Rd.,Suite # 2100,West Bloomfield Township,MI,48323,"2300 Haggerty Rd., West Bloomfield Township, MI 48323",DOCTOR,NONE,A,,,,https://2reviveyou.com/,42.557151,-83.439039
Massage Envy - Woodhaven - 04-1101,18768 West Road,,Woodhaven,MI,48183,"18768 West Road, Woodhaven, MI 48183",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,42.14121,-83.221782
WELL & Company,1103 Broadway St,Ste 102,Alexandria,MN,56308,"1103 Broadway St, Alexandria, MN 56308",MEDICALSPA,NONE,D,,,,,45.879921,-95.377258
Restore Hyper Wellness-Apple Valley-MN004,15662 Pilot Knob Rd,Ste 120,Apple Valley,MN,55124,"15662 Pilot Knob Rd, Apple Valley, MN 55124",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(952) 236-8497,https://restore.com,44.72172,-93.176162
The MOD Medspa,122 3rd Ave NW,,Austin,MN,55912,"122 3rd Ave NW, Austin, MN 55912",MEDICALSPA,NONE,D,,,,,43.669416,-92.975535
Massage Envy - Blaine - 19-0129,10450 Baltimore St Ne,,Blaine,MN,55449,"10450 Baltimore St Ne, Blaine, Mn 55449",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,45.157083,-93.233102
Massage Envy - Eagan - 19-0459,3360 Central Park Village Dr.,,Eagan,MN,55121,"3360 Central Park Village Dr., Eagan, MN 55121",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,44.835956,-93.169612
Skin Alchemy,1654 Diffley Rd,Suite 102,Eagan,MN,55122,"1654 Diffley Rd, Eagan, MN 55122",WHOLESALE,NONE,N,,,(952) 457-5729,,44.803205,-93.188692
Studio X,4040 Eagan Outlets Pkwy,Suite 22,Eagan,MN,55122,"4040 Eagan Outlets Pkwy, Eagan, MN 55122",WHOLESALE,NONE,U,,,(605) 366-4255,,44.813204,-93.217787
Massage Envy - Eden Prairie - 19-0535,11995 Singletree Ln,,Eden Prairie,MN,55344,"11995 Singletree Ln, Eden Prairie, Mn 55344",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,44.855706,-93.428802
Massage Envy - Edina - 19-0358,7101 France Ave S,,Edina,MN,55435,"7101 France Ave S, Edina, Mn 55435",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,44.874633,-93.327522
Massage Envy - Golden Valley - 19-1058,7704 B Olsen Memorial Highway,,Golden Valley,MN,55427,"7704 B Olsen Memorial Highway, Golden Valley, Mn 55427",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,44.98448,-93.377763
Skin by Mati,18476 Kenyon Ave,,Lakeville,MN,55044,"18476 Kenyon Ave, Lakeville, MN 55044",MEDICALSPA,NONE,N,,,,https://www.skinbymati.com/home#location,44.682434,-93.298213
Massage Envy - Maple Grove - 19-0357,8091 Wedgewood Lane North,,Maple Grove,MN,55369,"8091 Wedgewood Lane North, Maple Grove, MN 55369",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,45.101472,-93.450498
Midwest RKP LLC -  Restore Hyper Wellness - Maple Grove (MN003),12215 Elm Creek Blvd,Ste B30,Maple Grove,MN,55369,"12215 Elm Creek Blvd, Maple Grove, MN 55369",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(763) 343-9903,,45.092826,-93.436758
Massage Envy - Minneapolis Downtown - 19,321 S Washington Ave,,Minneapolis,MN,55415,"321 S Washington Ave, Minneapolis, MN 55415",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,44.979464,-93.263576
Massage Envy - 7 Hi - 19-0536,4754 Hwy 101 Ste E4,,Minnetonka,MN,55345,"4754 Hwy 101 Ste E4, Minnetonka, Mn 55345",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,44.918116,-93.50394
Massage Envy - Minnetonka - 19-0534,13185 Ridgedale Dr,,Minnetonka,MN,55305,"13185 Ridgedale Dr, Minnetonka, Mn 55305",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,44.968377,-93.446603
The Skin Clinic Med Spa,1105 Range St,,North Mankato,MN,56003,"1105 Range St, North Mankato, MN 56003",MEDICALSPA,DIAMOND,A,,,,,44.181317,-94.009111
Uplift Aesthetics,7561 9th Street North,,Oakdale,MN,5512,"7561 9th Street North , Oakdale , MN 5512",MEDICALSPA,NONE,U,,,,,44.959315,-92.954736
Massage Envy - Plymouth Creek - 19-0099,3225 Vicksburg Ln N,Ste D,Plymouth,MN,55447,"3225 Vicksburg Ln N, Plymouth, Mn 55447",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,45.018288,-93.4836
Meraki Medical Spa,2040 Neal St,Ste 300,Red Wing,MN,55066,"2040 Neal St, Red Wing , MN 55066",MEDICALSPA,NONE,D,,,,,44.550665,-92.56159
Massage Envy - Rochester - 19-0634,2550 South Broadway Ave,,Rochester,MN,55904,"2550 South Broadway Ave, Rochester, MN 55904",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,43.983704,-92.461458
Massage Envy - Rogers - 19-0483,14165 James Road,,Rogers,MN,55374,"14165 James Road, Rogers, Mn 55374",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,45.21171,-93.551105
Arise Medical & Wellness,7447 Egan Dr,Suite 207,Savage,MN,55378,"7447 Egan Dr, Savage, MN 55378",DOCTOR,NONE,N,,,(952) 522-6344,https://www.arisewellnessmed.com/,44.745824,-93.373505
Luxe Longevity,7447 Egan Dr,Ste 201,Savage,MN,55378,"7447 Egan Dr, Savage, MN 55378",MEDICALSPA,NONE,N,,,,https://www.luxelongevityspa.com/,44.745783,-93.374276
Massage Envy - Savage - 19-0467,14119 Highway 13 S,,Savage,MN,55378,"14119 Highway 13 S, Savage, Mn 55378",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,44.747674,-93.377845
Massage Envy - St. Cloud - 19-0680,2714 W. Division Street,,St. Cloud,MN,56301,"2714 W. Division Street, St. Cloud, Mn 56301",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,45.552903,-94.190991
Massage Envy - Stillwater - 19-0277,5901 Norwich Avenue North,,Stillwater,MN,55082,"5901 Norwich Avenue North, Stillwater, MN 55082",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,45.034503,-92.829379
Massage Envy - Vadnais Heights - 19-0051,"925 East County Road E East, Suite 160",,Vadnais Heights,MN,55127,"925 East County Road E East, Suite 160, Vadnais Heights, MN 55127",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,45.05187,-93.063584
SkinSpirit  Essential - Wayzata,701 Lake St E,Ste 175,Wayzata,MN,55391,"701 Lake St E, Wayzata, MN 55391",MEDICALSPA,NONE,U,SkinSpirit National Account,11038393,,www.skinspirit.com,44.969248,-93.510863
